Date;Code région;Région;Code département;Département;Code commune;Commune;Type de données;Catégorie;Sexe;Tranche d'âge;Nombre de demandeurs d'emploi
2015-T4;11;Île-de-France;91;Essonne;91340;Lisses;Brutes;ABC;Hommes;Total;200
2015-T4;11;Île-de-France;91;Essonne;91340;Lisses;Brutes;ABC;Total;50 ans et plus;105
2015-T4;11;Île-de-France;91;Essonne;91345;Longjumeau;Brutes;ABC;Hommes;Total;840
2015-T4;11;Île-de-France;91;Essonne;91347;Longpont-sur-Orge;Brutes;ABC;Total;Total;305
2015-T4;11;Île-de-France;91;Essonne;91363;Marcoussis;Brutes;ABC;Total;Total;400
2015-T4;11;Île-de-France;91;Essonne;91363;Marcoussis;Brutes;ABC;Hommes;Total;185
2015-T4;11;Île-de-France;91;Essonne;91363;Marcoussis;Brutes;ABC;Total;Moins de 25 ans;70
2015-T4;11;Île-de-France;91;Essonne;91374;Marolles-en-Beauce;Brutes;ABC;Total;Total;20
2015-T4;11;Île-de-France;91;Essonne;91374;Marolles-en-Beauce;Brutes;ABC;Hommes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91374;Marolles-en-Beauce;Brutes;ABC;Total;De 25 à 49 ans;10
2015-T4;11;Île-de-France;91;Essonne;91374;Marolles-en-Beauce;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91376;Marolles-en-Hurepoix;Brutes;ABC;Total;Moins de 25 ans;40
2015-T4;11;Île-de-France;91;Essonne;91376;Marolles-en-Hurepoix;Brutes;ABC;Total;De 25 à 49 ans;135
2015-T4;11;Île-de-France;91;Essonne;91376;Marolles-en-Hurepoix;Brutes;ABC;Total;50 ans et plus;60
2015-T4;11;Île-de-France;91;Essonne;91377;Massy;Brutes;ABC;Total;Total;3475
2015-T4;11;Île-de-France;91;Essonne;91377;Massy;Brutes;ABC;Hommes;Total;1815
2015-T4;11;Île-de-France;91;Essonne;91377;Massy;Brutes;ABC;Femmes;Total;1660
2015-T4;11;Île-de-France;91;Essonne;91377;Massy;Brutes;ABC;Total;Moins de 25 ans;370
2015-T4;11;Île-de-France;91;Essonne;91377;Massy;Brutes;ABC;Total;50 ans et plus;710
2015-T4;11;Île-de-France;91;Essonne;91378;Mauchamps;Brutes;ABC;Total;Total;10
2015-T4;11;Île-de-France;91;Essonne;91378;Mauchamps;Brutes;ABC;Total;Moins de 25 ans;0
2015-T4;11;Île-de-France;91;Essonne;91378;Mauchamps;Brutes;ABC;Total;50 ans et plus;0
2015-T4;11;Île-de-France;91;Essonne;91386;Mennecy;Brutes;ABC;Hommes;Total;360
2015-T4;11;Île-de-France;91;Essonne;91386;Mennecy;Brutes;ABC;Total;Moins de 25 ans;115
2015-T4;11;Île-de-France;91;Essonne;91386;Mennecy;Brutes;ABC;Total;De 25 à 49 ans;460
2015-T4;11;Île-de-France;91;Essonne;91390;Le Mérévillois;Brutes;ABC;Total;50 ans et plus;65
2015-T4;11;Île-de-France;91;Essonne;91393;Mérobert;Brutes;ABC;Hommes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91393;Mérobert;Brutes;ABC;Total;50 ans et plus;10
2015-T4;11;Île-de-France;91;Essonne;91399;Mespuits;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91405;Milly-la-Forêt;Brutes;ABC;Hommes;Total;105
2015-T4;11;Île-de-France;91;Essonne;91405;Milly-la-Forêt;Brutes;ABC;Femmes;Total;125
2015-T4;11;Île-de-France;91;Essonne;91405;Milly-la-Forêt;Brutes;ABC;Total;50 ans et plus;75
2015-T4;11;Île-de-France;91;Essonne;91408;Moigny-sur-École;Brutes;ABC;Total;Total;60
2015-T4;11;Île-de-France;91;Essonne;91408;Moigny-sur-École;Brutes;ABC;Hommes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91408;Moigny-sur-École;Brutes;ABC;Femmes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91408;Moigny-sur-École;Brutes;ABC;Total;De 25 à 49 ans;35
2015-T4;11;Île-de-France;91;Essonne;91411;Les Molières;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91411;Les Molières;Brutes;ABC;Total;50 ans et plus;20
2015-T4;11;Île-de-France;91;Essonne;91412;Mondeville;Brutes;ABC;Femmes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91414;Monnerville;Brutes;ABC;Hommes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91421;Montgeron;Brutes;ABC;Total;Total;1610
2015-T4;11;Île-de-France;91;Essonne;91421;Montgeron;Brutes;ABC;Hommes;Total;865
2015-T4;11;Île-de-France;91;Essonne;91421;Montgeron;Brutes;ABC;Femmes;Total;745
2015-T4;11;Île-de-France;91;Essonne;91421;Montgeron;Brutes;ABC;Total;De 25 à 49 ans;1020
2015-T4;11;Île-de-France;91;Essonne;91421;Montgeron;Brutes;ABC;Total;50 ans et plus;375
2015-T4;11;Île-de-France;91;Essonne;91425;Montlhéry;Brutes;ABC;Total;Total;455
2015-T4;11;Île-de-France;91;Essonne;91425;Montlhéry;Brutes;ABC;Hommes;Total;230
2015-T4;11;Île-de-France;91;Essonne;91425;Montlhéry;Brutes;ABC;Femmes;Total;225
2015-T4;11;Île-de-France;91;Essonne;91425;Montlhéry;Brutes;ABC;Total;Moins de 25 ans;60
2015-T4;11;Île-de-France;91;Essonne;91425;Montlhéry;Brutes;ABC;Total;De 25 à 49 ans;300
2015-T4;11;Île-de-France;91;Essonne;91432;Morangis;Brutes;ABC;Hommes;Total;400
2015-T4;11;Île-de-France;91;Essonne;91433;Morigny-Champigny;Brutes;ABC;Hommes;Total;95
2015-T4;11;Île-de-France;91;Essonne;91433;Morigny-Champigny;Brutes;ABC;Femmes;Total;85
2015-T4;11;Île-de-France;91;Essonne;91433;Morigny-Champigny;Brutes;ABC;Total;De 25 à 49 ans;115
2015-T4;11;Île-de-France;91;Essonne;91433;Morigny-Champigny;Brutes;ABC;Total;50 ans et plus;40
2015-T4;11;Île-de-France;91;Essonne;91434;Morsang-sur-Orge;Brutes;ABC;Total;Total;1410
2015-T4;11;Île-de-France;91;Essonne;91434;Morsang-sur-Orge;Brutes;ABC;Total;Moins de 25 ans;205
2015-T4;11;Île-de-France;91;Essonne;91434;Morsang-sur-Orge;Brutes;ABC;Total;50 ans et plus;320
2015-T4;11;Île-de-France;91;Essonne;91435;Morsang-sur-Seine;Brutes;ABC;Total;Total;35
2015-T4;11;Île-de-France;91;Essonne;91435;Morsang-sur-Seine;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91435;Morsang-sur-Seine;Brutes;ABC;Total;De 25 à 49 ans;15
2015-T4;11;Île-de-France;91;Essonne;91435;Morsang-sur-Seine;Brutes;ABC;Total;50 ans et plus;10
2015-T4;11;Île-de-France;91;Essonne;91441;Nainville-les-Roches;Brutes;ABC;Hommes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91441;Nainville-les-Roches;Brutes;ABC;Femmes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91441;Nainville-les-Roches;Brutes;ABC;Total;De 25 à 49 ans;20
2015-T4;11;Île-de-France;91;Essonne;91441;Nainville-les-Roches;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91457;La Norville;Brutes;ABC;Total;Total;215
2015-T4;11;Île-de-France;91;Essonne;91457;La Norville;Brutes;ABC;Total;De 25 à 49 ans;130
2015-T4;11;Île-de-France;91;Essonne;91457;La Norville;Brutes;ABC;Total;50 ans et plus;55
2015-T4;11;Île-de-France;91;Essonne;91458;Nozay;Brutes;ABC;Total;Total;240
2015-T4;11;Île-de-France;91;Essonne;91458;Nozay;Brutes;ABC;Total;De 25 à 49 ans;145
2015-T4;11;Île-de-France;91;Essonne;91461;Ollainville;Brutes;ABC;Total;Total;225
2015-T4;11;Île-de-France;91;Essonne;91461;Ollainville;Brutes;ABC;Total;Moins de 25 ans;40
2015-T4;11;Île-de-France;91;Essonne;91463;Oncy-sur-École;Brutes;ABC;Total;Total;40
2015-T4;11;Île-de-France;91;Essonne;91463;Oncy-sur-École;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91463;Oncy-sur-École;Brutes;ABC;Total;50 ans et plus;15
2015-T4;11;Île-de-France;91;Essonne;91468;Ormoy;Brutes;ABC;Total;Moins de 25 ans;15
2015-T4;11;Île-de-France;91;Essonne;91468;Ormoy;Brutes;ABC;Total;De 25 à 49 ans;60
2015-T4;11;Île-de-France;91;Essonne;91468;Ormoy;Brutes;ABC;Total;50 ans et plus;30
2015-T4;11;Île-de-France;91;Essonne;91469;Ormoy-la-Rivière;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91469;Ormoy-la-Rivière;Brutes;ABC;Total;50 ans et plus;15
2015-T4;11;Île-de-France;91;Essonne;91471;Orsay;Brutes;ABC;Hommes;Total;375
2015-T4;11;Île-de-France;91;Essonne;91477;Palaiseau;Brutes;ABC;Femmes;Total;900
2015-T4;11;Île-de-France;91;Essonne;91477;Palaiseau;Brutes;ABC;Total;Moins de 25 ans;215
2015-T4;11;Île-de-France;91;Essonne;91479;Paray-Vieille-Poste;Brutes;ABC;Total;Moins de 25 ans;70
2015-T4;11;Île-de-France;91;Essonne;91479;Paray-Vieille-Poste;Brutes;ABC;Total;50 ans et plus;120
2015-T4;11;Île-de-France;91;Essonne;91482;Pecqueuse;Brutes;ABC;Total;Total;20
2015-T4;11;Île-de-France;91;Essonne;91482;Pecqueuse;Brutes;ABC;Femmes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91494;Le Plessis-Pâté;Brutes;ABC;Hommes;Total;100
2015-T4;11;Île-de-France;91;Essonne;91494;Le Plessis-Pâté;Brutes;ABC;Total;50 ans et plus;30
2015-T4;11;Île-de-France;91;Essonne;91495;Plessis-Saint-Benoist;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91495;Plessis-Saint-Benoist;Brutes;ABC;Total;Moins de 25 ans;0
2015-T4;11;Île-de-France;91;Essonne;91508;Puiselet-le-Marais;Brutes;ABC;Total;De 25 à 49 ans;5
2015-T4;11;Île-de-France;91;Essonne;91511;Pussay;Brutes;ABC;Total;Total;150
2015-T4;11;Île-de-France;91;Essonne;91511;Pussay;Brutes;ABC;Femmes;Total;75
2015-T4;11;Île-de-France;91;Essonne;91511;Pussay;Brutes;ABC;Total;50 ans et plus;35
2015-T4;11;Île-de-France;91;Essonne;91514;Quincy-sous-Sénart;Brutes;ABC;Total;De 25 à 49 ans;385
2015-T4;11;Île-de-France;91;Essonne;91514;Quincy-sous-Sénart;Brutes;ABC;Total;50 ans et plus;160
2015-T4;11;Île-de-France;91;Essonne;91519;Richarville;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91519;Richarville;Brutes;ABC;Hommes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91519;Richarville;Brutes;ABC;Femmes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91519;Richarville;Brutes;ABC;Total;De 25 à 49 ans;10
2015-T4;11;Île-de-France;91;Essonne;91521;Ris-Orangis;Brutes;ABC;Femmes;Total;1200
2015-T4;11;Île-de-France;91;Essonne;91521;Ris-Orangis;Brutes;ABC;Total;Moins de 25 ans;315
2015-T4;11;Île-de-France;91;Essonne;91521;Ris-Orangis;Brutes;ABC;Total;50 ans et plus;495
2015-T4;11;Île-de-France;91;Essonne;91525;Roinville;Brutes;ABC;Total;Moins de 25 ans;10
2015-T4;11;Île-de-France;91;Essonne;91525;Roinville;Brutes;ABC;Total;De 25 à 49 ans;25
2015-T4;11;Île-de-France;91;Essonne;91526;Roinvilliers;Brutes;ABC;Total;De 25 à 49 ans;0
2015-T4;11;Île-de-France;91;Essonne;91533;Saclas;Brutes;ABC;Femmes;Total;45
2015-T4;11;Île-de-France;91;Essonne;91534;Saclay;Brutes;ABC;Hommes;Total;70
2015-T4;11;Île-de-France;91;Essonne;91534;Saclay;Brutes;ABC;Femmes;Total;75
2015-T4;11;Île-de-France;91;Essonne;91538;Saint-Aubin;Brutes;ABC;Total;De 25 à 49 ans;25
2015-T4;11;Île-de-France;91;Essonne;91538;Saint-Aubin;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91540;Saint-Chéron;Brutes;ABC;Total;Total;240
2015-T4;11;Île-de-France;91;Essonne;91540;Saint-Chéron;Brutes;ABC;Total;50 ans et plus;70
2015-T4;11;Île-de-France;91;Essonne;91544;Saint-Cyr-la-Rivière;Brutes;ABC;Total;Total;30
2015-T4;11;Île-de-France;91;Essonne;91544;Saint-Cyr-la-Rivière;Brutes;ABC;Femmes;Total;20
2015-T4;11;Île-de-France;91;Essonne;91544;Saint-Cyr-la-Rivière;Brutes;ABC;Total;De 25 à 49 ans;15
2015-T4;11;Île-de-France;91;Essonne;91544;Saint-Cyr-la-Rivière;Brutes;ABC;Total;50 ans et plus;10
2015-T4;11;Île-de-France;91;Essonne;91546;Saint-Cyr-sous-Dourdan;Brutes;ABC;Total;Total;50
2015-T4;11;Île-de-France;91;Essonne;91546;Saint-Cyr-sous-Dourdan;Brutes;ABC;Hommes;Total;25
2015-T4;11;Île-de-France;91;Essonne;91546;Saint-Cyr-sous-Dourdan;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91549;Sainte-Geneviève-des-Bois;Brutes;ABC;Total;De 25 à 49 ans;1740
2015-T4;11;Île-de-France;91;Essonne;91552;Saint-Germain-lès-Arpajon;Brutes;ABC;Femmes;Total;340
2015-T4;11;Île-de-France;91;Essonne;91552;Saint-Germain-lès-Arpajon;Brutes;ABC;Total;Moins de 25 ans;90
2015-T4;11;Île-de-France;91;Essonne;91553;Saint-Germain-lès-Corbeil;Brutes;ABC;Total;Total;365
2015-T4;11;Île-de-France;91;Essonne;91553;Saint-Germain-lès-Corbeil;Brutes;ABC;Total;50 ans et plus;95
2015-T4;11;Île-de-France;91;Essonne;91556;Saint-Hilaire;Brutes;ABC;Total;Total;25
2015-T4;11;Île-de-France;91;Essonne;91556;Saint-Hilaire;Brutes;ABC;Hommes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91556;Saint-Hilaire;Brutes;ABC;Total;De 25 à 49 ans;15
2015-T4;11;Île-de-France;91;Essonne;91556;Saint-Hilaire;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91560;Saint-Jean-de-Beauregard;Brutes;ABC;Hommes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91560;Saint-Jean-de-Beauregard;Brutes;ABC;Femmes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91560;Saint-Jean-de-Beauregard;Brutes;ABC;Total;Moins de 25 ans;0
2015-T4;11;Île-de-France;91;Essonne;91560;Saint-Jean-de-Beauregard;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91570;Saint-Michel-sur-Orge;Brutes;ABC;Total;50 ans et plus;315
2015-T4;11;Île-de-France;91;Essonne;91573;Saint-Pierre-du-Perray;Brutes;ABC;Total;50 ans et plus;120
2015-T4;11;Île-de-France;91;Essonne;91577;Saintry-sur-Seine;Brutes;ABC;Total;50 ans et plus;80
2015-T4;11;Île-de-France;91;Essonne;91578;Saint-Sulpice-de-Favières;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91578;Saint-Sulpice-de-Favières;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91578;Saint-Sulpice-de-Favières;Brutes;ABC;Total;De 25 à 49 ans;5
2015-T4;11;Île-de-France;91;Essonne;91581;Saint-Yon;Brutes;ABC;Total;Total;55
2015-T4;11;Île-de-France;91;Essonne;91581;Saint-Yon;Brutes;ABC;Total;Moins de 25 ans;10
2015-T4;11;Île-de-France;91;Essonne;91587;Saulx-les-Chartreux;Brutes;ABC;Femmes;Total;160
2015-T4;11;Île-de-France;91;Essonne;91589;Savigny-sur-Orge;Brutes;ABC;Total;Total;2505
2015-T4;11;Île-de-France;91;Essonne;91589;Savigny-sur-Orge;Brutes;ABC;Hommes;Total;1245
2015-T4;11;Île-de-France;91;Essonne;91589;Savigny-sur-Orge;Brutes;ABC;Femmes;Total;1260
2015-T4;11;Île-de-France;91;Essonne;91589;Savigny-sur-Orge;Brutes;ABC;Total;Moins de 25 ans;335
2015-T4;11;Île-de-France;91;Essonne;91593;Sermaise;Brutes;ABC;Total;Total;65
2015-T4;11;Île-de-France;91;Essonne;91593;Sermaise;Brutes;ABC;Hommes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91593;Sermaise;Brutes;ABC;Total;De 25 à 49 ans;35
2015-T4;11;Île-de-France;91;Essonne;91593;Sermaise;Brutes;ABC;Total;50 ans et plus;15
2015-T4;11;Île-de-France;91;Essonne;91599;Soisy-sur-École;Brutes;ABC;Total;Total;60
2015-T4;11;Île-de-France;91;Essonne;91599;Soisy-sur-École;Brutes;ABC;Femmes;Total;35
2015-T4;11;Île-de-France;91;Essonne;91599;Soisy-sur-École;Brutes;ABC;Total;50 ans et plus;20
2015-T4;11;Île-de-France;91;Essonne;91600;Soisy-sur-Seine;Brutes;ABC;Total;Total;355
2015-T4;11;Île-de-France;91;Essonne;91600;Soisy-sur-Seine;Brutes;ABC;Total;Moins de 25 ans;45
2015-T4;11;Île-de-France;91;Essonne;91600;Soisy-sur-Seine;Brutes;ABC;Total;De 25 à 49 ans;200
2015-T4;11;Île-de-France;91;Essonne;91600;Soisy-sur-Seine;Brutes;ABC;Total;50 ans et plus;110
2015-T4;11;Île-de-France;91;Essonne;91613;Congerville-Thionville;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91617;Tigery;Brutes;ABC;Femmes;Total;85
2015-T4;11;Île-de-France;91;Essonne;91617;Tigery;Brutes;ABC;Total;Moins de 25 ans;20
2015-T4;11;Île-de-France;91;Essonne;91619;Torfou;Brutes;ABC;Hommes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91619;Torfou;Brutes;ABC;Femmes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91629;Valpuiseaux;Brutes;ABC;Total;Total;25
2015-T4;11;Île-de-France;91;Essonne;91629;Valpuiseaux;Brutes;ABC;Hommes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91629;Valpuiseaux;Brutes;ABC;Femmes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91629;Valpuiseaux;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91629;Valpuiseaux;Brutes;ABC;Total;De 25 à 49 ans;10
2015-T4;11;Île-de-France;91;Essonne;91635;Vauhallan;Brutes;ABC;Femmes;Total;35
2015-T4;11;Île-de-France;91;Essonne;91635;Vauhallan;Brutes;ABC;Total;De 25 à 49 ans;40
2015-T4;11;Île-de-France;91;Essonne;91635;Vauhallan;Brutes;ABC;Total;50 ans et plus;25
2015-T4;11;Île-de-France;91;Essonne;91639;Vayres-sur-Essonne;Brutes;ABC;Femmes;Total;25
2015-T4;11;Île-de-France;91;Essonne;91639;Vayres-sur-Essonne;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91645;Verrières-le-Buisson;Brutes;ABC;Hommes;Total;355
2015-T4;11;Île-de-France;91;Essonne;91645;Verrières-le-Buisson;Brutes;ABC;Femmes;Total;335
2015-T4;11;Île-de-France;91;Essonne;91648;Vert-le-Grand;Brutes;ABC;Total;Moins de 25 ans;20
2015-T4;11;Île-de-France;91;Essonne;91649;Vert-le-Petit;Brutes;ABC;Hommes;Total;75
2015-T4;11;Île-de-France;91;Essonne;91649;Vert-le-Petit;Brutes;ABC;Femmes;Total;65
2015-T4;11;Île-de-France;91;Essonne;91649;Vert-le-Petit;Brutes;ABC;Total;50 ans et plus;25
2015-T4;11;Île-de-France;91;Essonne;91654;Videlles;Brutes;ABC;Total;Total;30
2015-T4;11;Île-de-France;91;Essonne;91654;Videlles;Brutes;ABC;Femmes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91654;Videlles;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91657;Vigneux-sur-Seine;Brutes;ABC;Total;Moins de 25 ans;355
2015-T4;11;Île-de-France;91;Essonne;91657;Vigneux-sur-Seine;Brutes;ABC;Total;De 25 à 49 ans;1645
2015-T4;11;Île-de-France;91;Essonne;91659;Villabé;Brutes;ABC;Total;Total;300
2015-T4;11;Île-de-France;91;Essonne;91659;Villabé;Brutes;ABC;Hommes;Total;150
2015-T4;11;Île-de-France;91;Essonne;91659;Villabé;Brutes;ABC;Total;De 25 à 49 ans;185
2015-T4;11;Île-de-France;91;Essonne;91661;Villebon-sur-Yvette;Brutes;ABC;Hommes;Total;210
2015-T4;11;Île-de-France;91;Essonne;91661;Villebon-sur-Yvette;Brutes;ABC;Total;De 25 à 49 ans;300
2015-T4;11;Île-de-France;91;Essonne;91662;Villeconin;Brutes;ABC;Total;Total;30
2015-T4;11;Île-de-France;91;Essonne;91662;Villeconin;Brutes;ABC;Total;50 ans et plus;10
2015-T4;11;Île-de-France;91;Essonne;91665;La Ville-du-Bois;Brutes;ABC;Hommes;Total;200
2015-T4;11;Île-de-France;91;Essonne;91665;La Ville-du-Bois;Brutes;ABC;Total;De 25 à 49 ans;230
2015-T4;11;Île-de-France;91;Essonne;91666;Villejust;Brutes;ABC;Hommes;Total;40
2015-T4;11;Île-de-France;91;Essonne;91666;Villejust;Brutes;ABC;Femmes;Total;55
2015-T4;11;Île-de-France;91;Essonne;91666;Villejust;Brutes;ABC;Total;50 ans et plus;30
2015-T4;11;Île-de-France;91;Essonne;91667;Villemoisson-sur-Orge;Brutes;ABC;Total;Moins de 25 ans;50
2015-T4;11;Île-de-France;91;Essonne;91671;Villeneuve-sur-Auvers;Brutes;ABC;Femmes;Total;15
2015-T4;11;Île-de-France;91;Essonne;91671;Villeneuve-sur-Auvers;Brutes;ABC;Total;Moins de 25 ans;10
2015-T4;11;Île-de-France;91;Essonne;91671;Villeneuve-sur-Auvers;Brutes;ABC;Total;50 ans et plus;10
2015-T4;11;Île-de-France;91;Essonne;91679;Villiers-le-Bâcle;Brutes;ABC;Total;Total;55
2015-T4;11;Île-de-France;91;Essonne;91679;Villiers-le-Bâcle;Brutes;ABC;Total;Moins de 25 ans;10
2015-T4;11;Île-de-France;91;Essonne;91685;Villiers-sur-Orge;Brutes;ABC;Hommes;Total;110
2015-T4;11;Île-de-France;91;Essonne;91685;Villiers-sur-Orge;Brutes;ABC;Total;Moins de 25 ans;30
2015-T4;11;Île-de-France;91;Essonne;91685;Villiers-sur-Orge;Brutes;ABC;Total;50 ans et plus;45
2015-T4;11;Île-de-France;91;Essonne;91689;Wissous;Brutes;ABC;Total;De 25 à 49 ans;265
2015-T4;11;Île-de-France;91;Essonne;91691;Yerres;Brutes;ABC;Total;Total;1490
2015-T4;11;Île-de-France;91;Essonne;91691;Yerres;Brutes;ABC;Hommes;Total;740
2015-T4;11;Île-de-France;91;Essonne;91691;Yerres;Brutes;ABC;Femmes;Total;750
2015-T4;11;Île-de-France;91;Essonne;91691;Yerres;Brutes;ABC;Total;De 25 à 49 ans;955
2015-T4;11;Île-de-France;91;Essonne;91692;Les Ulis;Brutes;ABC;Hommes;Total;1175
2015-T4;11;Île-de-France;91;Essonne;91692;Les Ulis;Brutes;ABC;Total;50 ans et plus;430
2015-T4;11;Île-de-France;91;Essonne;91001;Abbéville-la-Rivière;Brutes;ABC;Total;De 25 à 49 ans;5
2015-T4;11;Île-de-France;91;Essonne;91016;Angerville;Brutes;ABC;Total;Total;305
2015-T4;11;Île-de-France;91;Essonne;91017;Angervilliers;Brutes;ABC;Hommes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91022;Arrancourt;Brutes;ABC;Hommes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91022;Arrancourt;Brutes;ABC;Total;De 25 à 49 ans;5
2015-T4;11;Île-de-France;91;Essonne;91027;Athis-Mons;Brutes;ABC;Hommes;Total;1345
2015-T4;11;Île-de-France;91;Essonne;91027;Athis-Mons;Brutes;ABC;Femmes;Total;1400
2015-T4;11;Île-de-France;91;Essonne;91027;Athis-Mons;Brutes;ABC;Total;De 25 à 49 ans;1840
2015-T4;11;Île-de-France;91;Essonne;91027;Athis-Mons;Brutes;ABC;Total;50 ans et plus;570
2015-T4;11;Île-de-France;91;Essonne;91035;Authon-la-Plaine;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91035;Authon-la-Plaine;Brutes;ABC;Femmes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91035;Authon-la-Plaine;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91037;Auvernaux;Brutes;ABC;Total;Total;15
2015-T4;11;Île-de-France;91;Essonne;91037;Auvernaux;Brutes;ABC;Hommes;Total;10
2015-T4;11;Île-de-France;91;Essonne;91037;Auvernaux;Brutes;ABC;Total;Moins de 25 ans;0
2015-T4;11;Île-de-France;91;Essonne;91038;Auvers-Saint-Georges;Brutes;ABC;Total;De 25 à 49 ans;50
2015-T4;11;Île-de-France;91;Essonne;91041;Avrainville;Brutes;ABC;Total;50 ans et plus;5
2015-T4;11;Île-de-France;91;Essonne;91047;Baulne;Brutes;ABC;Hommes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91047;Baulne;Brutes;ABC;Femmes;Total;30
2015-T4;11;Île-de-France;91;Essonne;91064;Bièvres;Brutes;ABC;Total;Total;205
2015-T4;11;Île-de-France;91;Essonne;91064;Bièvres;Brutes;ABC;Hommes;Total;100
2015-T4;11;Île-de-France;91;Essonne;91064;Bièvres;Brutes;ABC;Total;De 25 à 49 ans;125
2015-T4;11;Île-de-France;91;Essonne;91064;Bièvres;Brutes;ABC;Total;50 ans et plus;60
2015-T4;11;Île-de-France;91;Essonne;91067;Blandy;Brutes;ABC;Hommes;Total;0
2015-T4;11;Île-de-France;91;Essonne;91067;Blandy;Brutes;ABC;Femmes;Total;5
2015-T4;11;Île-de-France;91;Essonne;91067;Blandy;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91069;Boigneville;Brutes;ABC;Total;Moins de 25 ans;5
2015-T4;11;Île-de-France;91;Essonne;91069;Boigneville;Brutes;ABC;Total;De 25 à 49 ans;15
2015-T4;11;Île-de-France;91;Essonne;91075;Bois-Herpin;Brutes;ABC;Total;Total;0
2015-T4;11;Île-de-France;91;Essonne;91075;Bois-Herpin;Brutes;ABC;Total;De 25 à 49 ans;0
2015-T4;11;Île-de-France;91;Essonne;91081;Boissy-le-Sec;Brutes;ABC;Total;Total;35
2015-T4;11;Île-de-France;91;Essonne;91081;Boissy-le-Sec;Brutes;ABC;Total;Moins de 25 ans;10
2015-T4;11;Île-de-France;91;Essonne;91085;Boissy-sous-Saint-Yon;Brutes;ABC;Total;Total;200
2015-T4;11;Île-de-France;91;Essonne;91085;Boissy-sous-Saint-Yon;Brutes;ABC;Femmes;Total;105
2015-T4;11;Île-de-France;91;Essonne;91085;Boissy-sous-Saint-Yon;Brutes;ABC;Total;De 25 à 49 ans;115
2015-T4;11;Île-de-France;91;Essonne;91085;Boissy-sous-Saint-Yon;Brutes;ABC;Total;50 ans et plus;50
2015-T4;11;Île-de-France;91;Essonne;91086;Bondoufle;Brutes;ABC;Femmes;Total;210
2015-T4;11;Île-de-France;91;Essonne;91086;Bondoufle;Brutes;ABC;Total;De 25 à 49 ans;245
