"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Longjumeau";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;88,936991
"Orsay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;649,252674
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;494,184789
"Igny";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;40,758234
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;96,764868
"Longjumeau";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;488,131005
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;263,619463
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;122,24987
"Orsay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;444,335339
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;159,419961
"Wissous";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;307,934234
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;972,52304
"Massy";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;1539,387262
"Linas";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;114,610242
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;213,607458
"Massy";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;1158,234325
"Palaiseau";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;1017,040407
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;484,22465
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;51,110069
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;540,884972
"Les Ulis";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;341,844053
"Orsay";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;442,779252
"Vauhallan";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;1849,343671
"Les Ulis";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;651,079019
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;538,463312
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;421,699675
"Longjumeau";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;462,619406
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;6,001942
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;58,375385
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;57,349267
"Palaiseau";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;915,916579
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;796,226168
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;390,351455
"Longjumeau";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;18521,274652
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;29,013366
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;355,003874
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;227,39873
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;784,027386
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;585,371186
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;25,222315
"Orsay";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;189,986051
"Igny";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;9838,859852
"Linas";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;6550,25393
"Les Ulis";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;712,990267
"Orsay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;320,495279
"Igny";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;24,596715
"Igny";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;129,016362
"Igny";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;225,635829
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;54,550768
"Longjumeau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;162,50257
"Massy";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;1698,000032
"Massy";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;700,163227
"Massy";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;44143,136974
"Massy";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;504,487653
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;13666,834152
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;117,533778
"Massy";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;22,212129
"Les Ulis";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;187,410926
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;9602,835709
"Palaiseau";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;570,242491
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;406,715216
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;9014,588506
"Orsay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;14493,106336
"Les Ulis";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;188,57512
"Chilly-Mazarin";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;18013,642329
"Palaiseau";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;31083,457116
"Les Ulis";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;393,939701
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;119,862804
"Villejust";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;158,945421
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;239,894281
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;418,261447
"Champlan";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;88,100057
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;106,480796
"Champlan";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;20,907506
"Les Ulis";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;249,898364
"Orsay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;251,629332
"Linas";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;116,619929
"Wissous";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;33,068283
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;9
"Gometz-le-Châtel";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;8,10674
"Longjumeau";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;327,585855
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;93,992373
"Vauhallan";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;24,832813
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;143
"Montlhéry";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;201,163188
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;450,09796
"Orsay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;956,681735
"Villejust";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;41,046931
"Verrières-le-Buisson";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;202,540205
"Nozay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;72,183199
"Igny";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;54,771637
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;60,866733
"Longjumeau";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;286,949334
"Linas";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;45,546935
"Orsay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;742,705504
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;485,731777
"Saclay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;155,109145
"Wissous";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;151,405271
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;114,84689
"Nozay";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;169,154388
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;169,419648
"Les Ulis";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;482,134945
"Marcoussis";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;109
"Marcoussis";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;155
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;386
"Palaiseau";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;533,294566
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;148
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;194,036548
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;341
"Nozay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;21,894684
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;622,142006
"Marcoussis";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;119
"Saclay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;62,956666
"Igny";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;128,830617
"Chilly-Mazarin";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;938,725901
"Villejust";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;13,399171
"Saint-Aubin";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;4,928405
"Nozay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;3,078286
"Linas";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;6,181104
"Nozay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2022;4104,385789
"Wissous";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;91,996874
"Nozay";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;137,640295
"Wissous";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;213,854297
"Nozay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;46,668923
"Linas";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2022;114,684035
"Linas";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;11,931919
"Linas";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;66,554429
"Linas";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2022;362,853231
"Wissous";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2022;53,806236
"Nozay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2022;98,658312
"Saint-Aubin";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;3,995274
"Saint-Aubin";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;12,337387
"Vauhallan";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;6,731809
"Palaiseau";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;1692,512782
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;155,095496
"Verrières-le-Buisson";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;211,001112
"Saclay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;46,116732
"Les Ulis";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;960,437931
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;124,074167
"Linas";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;374,931895
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;158,838775
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;424,540945
"Massy";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;1264,292138
"Nozay";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;56,12919
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;86
"Montlhéry";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;735,942724
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;291,646098
"Montlhéry";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;302,908964
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;342,080589
"Wissous";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;91,080189
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;14
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;177,24257
"Orsay";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;97,832003
"Igny";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;102,225084
"Villiers-le-Bâcle";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;6
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;177,193899
"Saint-Aubin";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;28,284979
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;62
"Vauhallan";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;41,065535
"Longjumeau";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;150,573789
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;32
"Palaiseau";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;191,868758
"Saclay";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;61,027187
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;484,593822
"Massy";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;3295,841077
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;64,670702
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;1504,122761
"Wissous";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;420,998862
"Champlan";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;38,323635
"Champlan";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;23,753965
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;67,989916
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;280,550232
"Marcoussis";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;376
"Palaiseau";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;2125,552372
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;119,060328
"Linas";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;139,716202
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;1158,853592
"Massy";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;620,826374
"Montlhéry";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;97,463382
"Massy";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;441,525038
"Vauhallan";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;17,060293
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Total";"Population";"Annuel";2022;48,449128
"Ballainvilliers";"Commune";"55 ans ou plus";"Total";"Population";"Annuel";2022;155
"Ballainvilliers";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;166
"Longjumeau";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;848,971656
"Igny";"Commune";"De 25 à 54 ans";"Total";"Population";"Annuel";2022;367,354769
"Villejust";"Commune";"De 1 à 14 ans";"Total";"Population";"Annuel";2022;80,449553
"Wissous";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;26,931847
"Wissous";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;2,029117
"Nozay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;1,035864
"Nozay";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2022;8,222529
"Orsay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2022;1,999979
