"Fréquence";"Géographie";"Niveau Géo";"Mesure état civil";"Statut de l'observation";Période;Valeur
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2018;50
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2018;65
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2018;323
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2018;8
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2018;4242
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2019;6
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2019;176
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2019;91
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2019;97
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2019;486
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2019;102
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2019;104
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2019;36
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2019;126
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2019;44
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2019;108
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2019;113
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2019;168
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2019;52
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2019;120
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2019;407
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2019;10
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2019;349
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2019;916
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2019;28
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2019;104
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2019;120
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2019;13
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2019;85
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2019;328
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2019;26
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2019;40
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2019;4255
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2020;165
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2020;97
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2020;118
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2020;30
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2020;122
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2020;149
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2020;327
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2020;103
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2020;386
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2020;953
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2020;483
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2020;134
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2020;159
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2020;37
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2020;81
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2020;8
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2020;107
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2020;51
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2020;296
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2020;92
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2020;100
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2020;54
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2020;37
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2020;121
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2020;24
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2020;8
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2020;9
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2020;4251
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2021;94
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2021;990
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2021;20
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2021;83
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2021;312
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2021;166
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2021;94
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2021;329
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2021;31
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2021;22
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2021;132
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2021;114
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2021;3
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2021;374
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2021;434
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2021;14
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2021;142
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2021;116
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2021;46
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2021;147
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2021;202
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2021;119
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2021;40
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2021;114
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2021;62
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2021;117
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2021;38
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2021;4355
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2022;94
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2022;30
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2022;101
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2022;125
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2022;458
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2022;112
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2022;314
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2022;112
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2022;295
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2022;114
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2022;134
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2022;160
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2022;110
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2022;72
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2022;936
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2022;119
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2022;41
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2022;36
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2022;149
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2022;409
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2022;65
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2022;11
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2022;36
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2022;208
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2022;3
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2022;17
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2022;46
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2022;4307
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2023;35
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2023;149
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2023;6
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2023;129
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2023;114
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2023;25
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2023;7
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2023;14
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2023;80
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2023;77
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2023;34
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2023;187
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2023;70
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2023;89
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2023;26
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2023;90
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2023;111
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2023;426
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2023;32
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2023;366
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2023;919
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2023;99
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2023;132
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2023;300
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2023;106
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2023;333
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2023;91
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2023;4047
"Annuel";"Linas";"Commune";"Nombre de naissances vivantes";"Normale";2024;131
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de naissances vivantes";"Normale";2024;19
"Annuel";"Les Ulis";"Commune";"Nombre de naissances vivantes";"Normale";2024;350
"Annuel";"Montlhéry";"Commune";"Nombre de naissances vivantes";"Normale";2024;144
"Annuel";"Orsay";"Commune";"Nombre de naissances vivantes";"Normale";2024;117
"Annuel";"Igny";"Commune";"Nombre de naissances vivantes";"Normale";2024;104
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de naissances vivantes";"Normale";2024;342
"Annuel";"Vauhallan";"Commune";"Nombre de naissances vivantes";"Normale";2024;14
"Annuel";"Nozay";"Commune";"Nombre de naissances vivantes";"Normale";2024;34
"Annuel";"Marcoussis";"Commune";"Nombre de naissances vivantes";"Normale";2024;86
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2024;71
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de naissances vivantes";"Normale";2024;96
"Annuel";"Saint-Aubin";"Commune";"Nombre de naissances vivantes";"Normale";2024;2
"Annuel";"Longjumeau";"Commune";"Nombre de naissances vivantes";"Normale";2024;321
"Annuel";"Villejust";"Commune";"Nombre de naissances vivantes";"Normale";2024;37
"Annuel";"Saclay";"Commune";"Nombre de naissances vivantes";"Normale";2024;33
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2024;183
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de naissances vivantes";"Normale";2024;96
"Annuel";"Palaiseau";"Commune";"Nombre de naissances vivantes";"Normale";2024;389
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de naissances vivantes";"Normale";2024;120
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de naissances vivantes";"Normale";2024;107
"Annuel";"Massy";"Commune";"Nombre de naissances vivantes";"Normale";2024;913
"Annuel";"Champlan";"Commune";"Nombre de naissances vivantes";"Normale";2024;28
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de naissances vivantes";"Normale";2024;10
"Annuel";"Ballainvilliers";"Commune";"Nombre de naissances vivantes";"Normale";2024;77
"Annuel";"Wissous";"Commune";"Nombre de naissances vivantes";"Normale";2024;76
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de naissances vivantes";"Normale";2024;129
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de naissances vivantes";"Normale";2024;4029
