"Géographie";"Niveau Géo";"Fréquence";"Sexe";"Statut d'emploi variable selon l'enquête";"Âge";"Diplôme";"Mesure du recensement ";Période;Valeur
"Wissous";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;48,02678
"Chilly-Mazarin";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;381,09981
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;149,56888
"Gif-sur-Yvette";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;1846,79737
"Wissous";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;27,10019
"Orsay";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;88,93705
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;8,78369
"Orsay";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;10,44118
"Épinay-sur-Orge";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1930,77527
"Massy";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;1489,42098
"Nozay";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;0,99439
"Nozay";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;210,76064
"Nozay";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;120,0527
"Massy";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;358,94344
"Massy";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;472,55211
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;219,30612
"Orsay";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;65,56745
"Chilly-Mazarin";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;109,17978
"Palaiseau";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;136,39792
"Longjumeau";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;328,51493
"Épinay-sur-Orge";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;353,66778
"Longjumeau";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;119,22312
"Massy";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;117,59178
"Igny";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;66,27637
"Linas";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;5,07695
"Nozay";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;42,07038
"Épinay-sur-Orge";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;30,84313
"Orsay";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;384,51914
"Chilly-Mazarin";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;466,31453
"Orsay";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;541,70451
"Nozay";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;169,35459
"Verrières-le-Buisson";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;714,26158
"Linas";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;37,38765
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;2167,23305
"Massy";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;1299,60998
"Palaiseau";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;80,87869
"Gif-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;55,22625
"Orsay";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;34,66281
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;39,56138
"Linas";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;14,39686
"Massy";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;127,83009
"Gif-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;3261,80071
"Massy";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;572,08461
"Les Ulis";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;81,83207
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;225,30109
"Massy";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;23,3708
"Longjumeau";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;288,57983
"Palaiseau";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;169,60986
"Igny";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;42,34955
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;738,02426
"Nozay";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;2,01423
"Longjumeau";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;3689,19804
"Linas";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;123,96322
"Linas";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;20,51471
"Longjumeau";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;19,63111
"Épinay-sur-Orge";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;116,31314
"Les Ulis";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;103,8785
"Wissous";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;91,79148
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;763,4612
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;84,42258
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;630,1893
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;24,70029
"Villejust";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;91,48536
"Épinay-sur-Orge";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;0,99998
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;9,90298
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;33,87402
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;980,07279
"Villejust";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;45,77872
"Chilly-Mazarin";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;12,38561
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;26,01042
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;4,14422
"Villejust";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;2,97435
"Gif-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;13,17415
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;13,29684
"Villejust";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;5,09586
"Villejust";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;41,42438
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;111,51784
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;5,02539
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;8,30497
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;68,75542
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;1,00432
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;973,49781
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;185,69534
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;29,188
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;56,21906
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;11,10623
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;2,04775
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;6,95557
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;1,03847
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;2,01006
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;1
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;46,06361
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;1,00527
"Villejust";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;5,08148
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1457,75144
"Épinay-sur-Orge";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;55,51311
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;33,15962
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;179,27309
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;113,93217
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;73,88974
"Villejust";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;2,00646
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;12,12385
"Orsay";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;5,01316
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;53,97067
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;14,06664
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;759,83702
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;198,29326
"Igny";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;11,3513
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;32,66304
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;110,07104
"Villejust";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;13,02145
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;1,98744
"Palaiseau";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;7,23374
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;160,92459
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;322,44275
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;42,21934
"Villejust";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;4,11482
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;18,07729
"Villejust";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;13,2119
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;190,79775
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;30,46867
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;23,1857
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;192,67486
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;27,12281
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;13,42307
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;34,90119
"Palaiseau";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;10,09955
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;17,42112
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;4,08583
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;151,7702
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;10,10422
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;6,02829
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;376,18131
"Villejust";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;26,86905
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;464,1305
"Massy";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;6,05967
"Chilly-Mazarin";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;35,98661
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;46,20727
"Villejust";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;68,35973
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;45,75564
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;15,50948
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;14,98593
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;8,19213
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;112,91402
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;5,02539
"Villejust";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;466,1518
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;5,7188
"Villejust";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;3,03147
"Villejust";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;6,95996
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;6,13404
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;2,00817
"Villejust";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;18,19252
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;50,22739
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;4,16383
"Villejust";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;30,10222
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;100,66936
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;4,02013
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;18,97967
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;100,07607
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1419,5397
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;2,01006
"Villejust";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;36,6987
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;466,15523
"Igny";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;19,24777
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;97,41907
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;7,03498
"Igny";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;4,15329
"Gif-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;22,0683
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;96,41855
"Villejust";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;23,1575
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;3,01391
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;1,00337
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;1,00717
"Igny";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;22,96608
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;3,96115
"Saulx-les-Chartreux";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;72,7074
"Villejust";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;77,70056
"Villejust";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;6,09232
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;44,23083
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;77,4997
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;6,12488
"Villejust";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;61,21555
"Villejust";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;457,3825
"Saulx-les-Chartreux";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;13,52001
"Villejust";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;76,58869
"Gif-sur-Yvette";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;5,65992
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;85,42453
"Villejust";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;18,07766
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;23,11169
"Bures-sur-Yvette";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;4,01509
"Massy";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;6,4148
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;1,00432
"Gometz-le-Châtel";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;13,06232
"Villejust";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;6,10628
"Villejust";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;3,03126
"Villejust";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;1,9929
"Gometz-le-Châtel";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;10,04936
"Bures-sur-Yvette";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;8,96339
"Linas";"Commune";"Annuel";"Total";"Autre inactif";"15 ans ou plus";"Total";"Population";2016;168,32893
"Palaiseau";"Commune";"Annuel";"Total";"Retraité ou préretraité";"15 ans ou plus";"Total";"Population";2016;5360,99928
"Les Ulis";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"15 ans ou plus";"Total";"Population";2016;1718,50966
"Longjumeau";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"15 ans ou plus";"Total";"Population";2016;1382,31278
"Verrières-le-Buisson";"Commune";"Annuel";"Total";"Chômeur";"15 ans ou plus";"Total";"Population";2016;500,38437
"Igny";"Commune";"Annuel";"Total";"Chômeur";"15 ans ou plus";"Total";"Population";2016;336,42597
"Verrières-le-Buisson";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"15 ans ou plus";"Total";"Population";2016;1479,26629
"Épinay-sur-Orge";"Commune";"Annuel";"Total";"Chômeur";"15 ans ou plus";"Total";"Population";2016;572,18069
"Chilly-Mazarin";"Commune";"Annuel";"Total";"Chômeur";"15 ans ou plus";"Total";"Population";2016;1126,97399
"Palaiseau";"Commune";"Annuel";"Total";"Actif occupé";"15 ans ou plus";"Total";"Population";2016;15896,13038
"Gif-sur-Yvette";"Commune";"Annuel";"Total";"Autre inactif";"15 ans ou plus";"Total";"Population";2016;265,15654
"Massy";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"15 ans ou plus";"Total";"Population";2016;3364,45537
