"Géographie";"Niveau Géo";"Fréquence";"Sexe";"Statut d'emploi variable selon l'enquête";"Âge";"Diplôme";"Mesure du recensement ";Période;Valeur
"Champlan";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;70,95057
"Saint-Aubin";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;0,99573
"Saclay";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;29,53873
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;18,97977
"Saclay";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;3,9385
"Verrières-le-Buisson";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;2,86172
"Saclay";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;0,98462
"Saint-Aubin";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;8,96159
"Saclay";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;9,84624
"Saint-Aubin";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;4,97866
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;363,54911
"Champlan";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;1,01358
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;7,991
"Saint-Aubin";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;3,98293
"Saint-Aubin";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;27,88051
"Champlan";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;453,87816
"Saclay";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;29,53873
"Saint-Aubin";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;22,90185
"Champlan";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;19,25801
"Orsay";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;3,35488
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;22,97414
"Saclay";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;1,96925
"Saint-Aubin";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;0,99573
"Saclay";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;44,3081
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;5,99551
"Champlan";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;12,16295
"Saclay";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;0,98462
"Saclay";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;12,80012
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;390,56148
"Saclay";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;759,1454
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;33,96177
"Saint-Aubin";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;121,47937
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;0,99888
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;205,57921
"Champlan";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;1,01358
"Saint-Aubin";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;2,9872
"Champlan";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;34,46171
"Saclay";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;26,58486
"Saclay";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;5,90775
"Saclay";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;0,98462
"Champlan";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;47,63824
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;101,9124
"Saclay";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;8,86162
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;146,83471
"Saclay";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;156,55528
"Saint-Aubin";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;16,92745
"Saclay";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;163,44765
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;25,97867
"Saint-Aubin";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;127,45377
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;34,96403
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;394,55586
"Champlan";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;1,01358
"Saclay";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;744,37603
"Champlan";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;38,51602
"Champlan";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;104,3987
"Saint-Aubin";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;12,94452
"Saclay";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;54,15434
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;43,95165
"Saint-Aubin";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;0,99573
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1909,86931
"Saint-Aubin";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;1,99147
"Saclay";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;0,98462
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;158,82573
"Longjumeau";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;2,73404
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;10,00005
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1888,87824
"Saclay";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;1,96925
"Saint-Aubin";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;0,99573
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;4,99438
"Champlan";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;5,0679
"Saclay";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;13,78474
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;7,991
"Villebon-sur-Yvette";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;35,96065
"Saclay";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;1,96925
"Champlan";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;8,08124
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;13,98426
"Saclay";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;15,75399
"Saclay";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;2,95387
"Champlan";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;14,19011
"Villebon-sur-Yvette";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;127,85833
"Champlan";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;3,04074
"Champlan";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;28,38023
"Saclay";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;11,81549
"Marcoussis";"Commune";"Annuel";"Total";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;50
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;4
"Ballainvilliers";"Commune";"Annuel";"Total";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;44
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;274
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;33
"Marcoussis";"Commune";"Annuel";"Total";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;322
"Marcoussis";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;6
"Ballainvilliers";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;4
"Ballainvilliers";"Commune";"Annuel";"Total";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;32
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;10
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;78
"Ballainvilliers";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;105
"Orsay";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;6,83949
"Marcoussis";"Commune";"Annuel";"Total";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;567
"Marcoussis";"Commune";"Annuel";"Total";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;85
"Marcoussis";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;295
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;7
"Marcoussis";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;14
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;3
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;97
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;53
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;97
"Marcoussis";"Commune";"Annuel";"Total";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;36
"Marcoussis";"Commune";"Annuel";"Total";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;2822
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;6
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;1
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;212
"Marcoussis";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;613
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;9
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;2714
"Marcoussis";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;35
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;21
"Ballainvilliers";"Commune";"Annuel";"Total";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;14
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;486
"Ballainvilliers";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;4
"Ballainvilliers";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;5
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;84
"Ballainvilliers";"Commune";"Annuel";"Total";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;9
"Marcoussis";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;79
"Marcoussis";"Commune";"Annuel";"Total";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;202
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;556
"Marcoussis";"Commune";"Annuel";"Total";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;93
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;71
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;3
"Ballainvilliers";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;346
"Marcoussis";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;5
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;29
"Ballainvilliers";"Commune";"Annuel";"Total";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;12
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;9
"Ballainvilliers";"Commune";"Annuel";"Total";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1755
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;4
"Ballainvilliers";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;7
"Marcoussis";"Commune";"Annuel";"Total";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;34
"Ballainvilliers";"Commune";"Annuel";"Total";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;176
"Ballainvilliers";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;32
"Ballainvilliers";"Commune";"Annuel";"Total";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;128
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;39
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;51
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;473
"Villiers-le-Bâcle";"Commune";"Annuel";"Total";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;5
"Ballainvilliers";"Commune";"Annuel";"Total";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;214
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;295
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;7
"La Ville-du-Bois";"Commune";"Annuel";"Total";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;50
"Vauhallan";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;12,7898
"Montlhéry";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;8,92398
"Vauhallan";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;5,8949
"Montlhéry";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1379,25064
"Vauhallan";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;74,66873
"Vauhallan";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;0,98248
"Montlhéry";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;66,43407
"Montlhéry";"Commune";"Annuel";"Homme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;14,8733
"Montlhéry";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;1,98311
"Vauhallan";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;8,96497
"Montlhéry";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;0,99155
"Montlhéry";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;1,98311
"Massy";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;100,49851
"Montlhéry";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;44,6199
"Montlhéry";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;224,09105
"Vauhallan";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;38,31685
"Vauhallan";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;12,538
"Vauhallan";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;22,59711
"Montlhéry";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;19,83107
"Vauhallan";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;9,82483
"Montlhéry";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;133,8597
"Montlhéry";"Commune";"Annuel";"Femme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;21,81417
"Montlhéry";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;1457,58335
"Igny";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;2,82177
"Montlhéry";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;127,91038
"Montlhéry";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;31,72971
"Vauhallan";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;39,70222
"Vauhallan";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;2,94745
"Vauhallan";"Commune";"Annuel";"Femme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;291,86759
"Montlhéry";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;2,97466
"Vauhallan";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;34,38691
"Vauhallan";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;4,91242
"Montlhéry";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;216,15862
"Montlhéry";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 25 à 54 ans";"Total";"Population";2016;1,98311
"Montlhéry";"Commune";"Annuel";"Femme";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;2,97466
"Montlhéry";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;123,94416
"Montlhéry";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;3,96621
"Montlhéry";"Commune";"Annuel";"Homme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;105,10465
"Montlhéry";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;32,72126
"Vauhallan";"Commune";"Annuel";"Homme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;10,92993
"Vauhallan";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 55 à 64 ans";"Total";"Population";2016;1,96497
"Vauhallan";"Commune";"Annuel";"Femme";"Chômeur";"De 25 à 54 ans";"Total";"Population";2016;22,59711
"Vauhallan";"Commune";"Annuel";"Homme";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;305,65739
"Vauhallan";"Commune";"Annuel";"Femme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;23,64967
"Vauhallan";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;100,26584
"Montlhéry";"Commune";"Annuel";"Femme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;26,77194
"Verrières-le-Buisson";"Commune";"Annuel";"Femme";"Femme ou homme au foyer";"De 15 à 24 ans";"Total";"Population";2016;5,49676
"Montlhéry";"Commune";"Annuel";"Femme";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;50,56922
"Montlhéry";"Commune";"Annuel";"Homme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;268,71094
"Montlhéry";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;14,8733
"Vauhallan";"Commune";"Annuel";"Femme";"Autre inactif";"De 55 à 64 ans";"Total";"Population";2016;8,85747
"Montlhéry";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;170,55557
"Montlhéry";"Commune";"Annuel";"Homme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;2,97466
"Vauhallan";"Commune";"Annuel";"Femme";"Actif occupé";"De 55 à 64 ans";"Total";"Population";2016;82,52859
"Montlhéry";"Commune";"Annuel";"Homme";"Retraité ou préretraité";"De 55 à 64 ans";"Total";"Population";2016;116,01174
"Vauhallan";"Commune";"Annuel";"Homme";"Actif occupé";"De 15 à 24 ans";"Total";"Population";2016;35,3694
"Orsay";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;3,23105
"Montlhéry";"Commune";"Annuel";"Femme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;220,12483
"Montlhéry";"Commune";"Annuel";"Femme";"Chômeur";"De 55 à 64 ans";"Total";"Population";2016;17,84796
"Vauhallan";"Commune";"Annuel";"Homme";"Autre inactif";"De 15 à 24 ans";"Total";"Population";2016;15,94745
"Vauhallan";"Commune";"Annuel";"Homme";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;8,98248
"Vauhallan";"Commune";"Annuel";"Homme";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;72,70376
"Vauhallan";"Commune";"Annuel";"Homme";"Chômeur";"De 15 à 24 ans";"Total";"Population";2016;7,85987
"Saint-Aubin";"Commune";"Annuel";"Total";"Autre inactif";"De 25 à 54 ans";"Total";"Population";2016;0,99573
"Champlan";"Commune";"Annuel";"Total";"Actif occupé";"De 25 à 54 ans";"Total";"Population";2016;946,91606
"Champlan";"Commune";"Annuel";"Total";"Retraité ou préretraité";"De 25 à 54 ans";"Total";"Population";2016;1,01358
"Champlan";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;28,38023
"Saclay";"Commune";"Annuel";"Total";"Femme ou homme au foyer";"De 25 à 54 ans";"Total";"Population";2016;30,52336
"Villebon-sur-Yvette";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;734,00773
"Saint-Aubin";"Commune";"Annuel";"Total";"Élève étudiant stagiaire non rémunéré de 14 ans ou plus";"De 15 à 24 ans";"Total";"Population";2016;39,8293
