"Géographie";"Niveau Géo";"Sexe";"Âge";"Mesure du recensement ";Période;Valeur
"Bures-sur-Yvette";"Commune";"Homme";"65 ans ou plus";"Population";2011;650,236673
"Linas";"Commune";"Femme";"65 ans ou plus";"Population";2011;358,580161
"Épinay-sur-Orge";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;3098,512365
"Verrières-le-Buisson";"Commune";"Femme";"65 ans ou plus";"Population";2011;1753,169114
"Épinay-sur-Orge";"Commune";"Homme";"65 ans ou plus";"Population";2011;773,373337
"Villejust";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;718,594577
"Villejust";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;717,59235
"Marcoussis";"Commune";"Femme";"Moins de 20 ans";"Population";2011;1113
"Villebon-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2011;1134,401678
"Vauhallan";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;542,011917
"Montlhéry";"Commune";"Homme";"Moins de 20 ans";"Population";2011;947,648157
"Bures-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2011;1246,692944
"Wissous";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;1804,536217
"Villiers-le-Bâcle";"Commune";"Homme";"65 ans ou plus";"Population";2011;54
"Les Ulis";"Commune";"Homme";"65 ans ou plus";"Population";2011;955,339639
"Champlan";"Commune";"Homme";"Moins de 20 ans";"Population";2011;384,475546
"Marcoussis";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;2305
"Ballainvilliers";"Commune";"Femme";"Moins de 20 ans";"Population";2011;548
"Gometz-le-Châtel";"Commune";"Homme";"65 ans ou plus";"Population";2011;162,110272
"Longjumeau";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;6158,792727
"Nozay";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;1445,090932
"La Ville-du-Bois";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;2168
"La Ville-du-Bois";"Commune";"Femme";"65 ans ou plus";"Population";2011;376
"Champlan";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;781,630549
"Montlhéry";"Commune";"Homme";"65 ans ou plus";"Population";2011;409,943493
"Massy";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;13352,43409
"Orsay";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1931,487358
"Chilly-Mazarin";"Commune";"Femme";"65 ans ou plus";"Population";2011;1394,711484
"Nozay";"Commune";"Homme";"Moins de 20 ans";"Population";2011;812,169054
"Gif-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;6082,174679
"Ballainvilliers";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;1071
"Épinay-sur-Orge";"Commune";"Femme";"Moins de 20 ans";"Population";2011;1203,685528
"Chilly-Mazarin";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;5910,433159
"Villiers-le-Bâcle";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;391
"Wissous";"Commune";"Homme";"Moins de 20 ans";"Population";2011;735,05831
"Igny";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1555,550765
"Saclay";"Commune";"Femme";"65 ans ou plus";"Population";2011;211,860951
"Épinay-sur-Orge";"Commune";"Femme";"65 ans ou plus";"Population";2011;1008,925084
"Linas";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;2070,91442
"Saclay";"Commune";"Homme";"Moins de 20 ans";"Population";2011;533,173567
"Bures-sur-Yvette";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1256,110357
"Longjumeau";"Commune";"Homme";"65 ans ou plus";"Population";2011;1190,358485
"Linas";"Commune";"Femme";"Moins de 20 ans";"Population";2011;900,098127
"Orsay";"Commune";"Femme";"Moins de 20 ans";"Population";2011;1710,207905
"Les Ulis";"Commune";"Femme";"65 ans ou plus";"Population";2011;1075,474927
"La Ville-du-Bois";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1025
"Ballainvilliers";"Commune";"Homme";"Moins de 20 ans";"Population";2011;588
"Igny";"Commune";"Femme";"65 ans ou plus";"Population";2011;957,595321
"Linas";"Commune";"Homme";"65 ans ou plus";"Population";2011;297,069931
"Wissous";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;1910,072238
"Palaiseau";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;9120,585223
"Villebon-sur-Yvette";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1227,049832
"Saint-Aubin";"Commune";"Femme";"Moins de 20 ans";"Population";2011;84,513591
"Épinay-sur-Orge";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1177,837246
"Saulx-les-Chartreux";"Commune";"Femme";"Moins de 20 ans";"Population";2011;667,578587
"Orsay";"Commune";"Homme";"65 ans ou plus";"Population";2011;1207,72823
"Les Ulis";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;7141,011116
"Villejust";"Commune";"Femme";"65 ans ou plus";"Population";2011;89,198235
"Bures-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2011;755,652494
"Chilly-Mazarin";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;5432,745667
"Gif-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2011;1748,704288
"Igny";"Commune";"Homme";"65 ans ou plus";"Population";2011;751,884981
"Nozay";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;1397,837787
"Massy";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;13146,254197
"Saclay";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;979,22108
"Les Ulis";"Commune";"Femme";"Moins de 20 ans";"Population";2011;3808,071147
"Gif-sur-Yvette";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;5943,767211
"Ballainvilliers";"Commune";"Homme";"65 ans ou plus";"Population";2011;234
"Villiers-le-Bâcle";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;386
"Wissous";"Commune";"Homme";"65 ans ou plus";"Population";2011;448,035422
"Saint-Aubin";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;202,832618
"Bures-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;2923,019684
"Saclay";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;981,115125
"Gometz-le-Châtel";"Commune";"Homme";"Moins de 20 ans";"Population";2011;369,800693
"Igny";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;2874,370112
"Vauhallan";"Commune";"Homme";"65 ans ou plus";"Population";2011;160,803964
"Ballainvilliers";"Commune";"Femme";"65 ans ou plus";"Population";2011;307
"Verrières-le-Buisson";"Commune";"Femme";"Moins de 20 ans";"Population";2011;2018,023517
"Marcoussis";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;2298
"Vauhallan";"Commune";"Femme";"65 ans ou plus";"Population";2011;232,727855
"Linas";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;1937,067502
"Gometz-le-Châtel";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;780,102225
"Linas";"Commune";"Homme";"Moins de 20 ans";"Population";2011;955,269859
"Marcoussis";"Commune";"Homme";"Moins de 20 ans";"Population";2011;1180
"Palaiseau";"Commune";"Homme";"Moins de 20 ans";"Population";2011;3619,857843
"Wissous";"Commune";"Femme";"65 ans ou plus";"Population";2011;571,771015
"Saulx-les-Chartreux";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;1602,900933
"Nozay";"Commune";"Homme";"65 ans ou plus";"Population";2011;153,138156
"Saint-Aubin";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;220,729614
"Champlan";"Commune";"Femme";"65 ans ou plus";"Population";2011;189,84462
"Les Ulis";"Commune";"Homme";"Moins de 20 ans";"Population";2011;3792,05394
"Épinay-sur-Orge";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;3086,666441
"Gometz-le-Châtel";"Commune";"Femme";"Moins de 20 ans";"Population";2011;337,378638
"Orsay";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;4899,000906
"Saulx-les-Chartreux";"Commune";"Homme";"Moins de 20 ans";"Population";2011;715,107348
"Villiers-le-Bâcle";"Commune";"Femme";"Moins de 20 ans";"Population";2011;167
"Chilly-Mazarin";"Commune";"Homme";"65 ans ou plus";"Population";2011;1087,936107
"Ballainvilliers";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;1031
"La Ville-du-Bois";"Commune";"Homme";"65 ans ou plus";"Population";2011;314
"Gometz-le-Châtel";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;775,036279
"Saint-Aubin";"Commune";"Femme";"65 ans ou plus";"Population";2011;39,771102
"Villejust";"Commune";"Homme";"65 ans ou plus";"Population";2011;75,167052
"Champlan";"Commune";"Femme";"Moins de 20 ans";"Population";2011;292,959744
"Saulx-les-Chartreux";"Commune";"Homme";"65 ans ou plus";"Population";2011;265,41814
"Villebon-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2011;776,5977
"Villejust";"Commune";"Homme";"Moins de 20 ans";"Population";2011;326,72612
"Montlhéry";"Commune";"Femme";"65 ans ou plus";"Population";2011;547,497336
"Montlhéry";"Commune";"Femme";"Moins de 20 ans";"Population";2011;899,130127
"Saclay";"Commune";"Femme";"Moins de 20 ans";"Population";2011;563,478281
"Saulx-les-Chartreux";"Commune";"Femme";"65 ans ou plus";"Population";2011;314,173318
"Marcoussis";"Commune";"Femme";"65 ans ou plus";"Population";2011;646
"Longjumeau";"Commune";"Homme";"Moins de 20 ans";"Population";2011;2988,524065
"Villebon-sur-Yvette";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;3016,03359
"Montlhéry";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;2141,094057
"Palaiseau";"Commune";"Homme";"65 ans ou plus";"Population";2011;1899,171392
"Nozay";"Commune";"Femme";"65 ans ou plus";"Population";2011;185,870841
"Saulx-les-Chartreux";"Commune";"Homme";"De 20 à 64 ans";"Population";2011;1499,821674
"Longjumeau";"Commune";"Femme";"65 ans ou plus";"Population";2011;1830,860205
"Orsay";"Commune";"Femme";"De 20 à 64 ans";"Population";2011;4581,61091
"La Ville-du-Bois";"Commune";"Total";"De 20 à 64 ans";"Population";2011;4346
"Longjumeau";"Commune";"Total";"De 20 à 64 ans";"Population";2011;12832,094421
"Gometz-le-Châtel";"Commune";"Total";"65 ans ou plus";"Population";2011;359,682165
"Nozay";"Commune";"Total";"65 ans ou plus";"Population";2011;339,008997
"Villiers-le-Bâcle";"Commune";"Total";"65 ans ou plus";"Population";2011;105
"Massy";"Commune";"Total";"Moins de 20 ans";"Population";2011;11289,464287
"Champlan";"Commune";"Total";"65 ans ou plus";"Population";2011;339,757713
"Chilly-Mazarin";"Commune";"Total";"65 ans ou plus";"Population";2011;2482,64759
"Gif-sur-Yvette";"Commune";"Total";"De 20 à 64 ans";"Population";2011;12025,94189
"Villebon-sur-Yvette";"Commune";"Total";"Moins de 20 ans";"Population";2011;2361,45151
"Villejust";"Commune";"Total";"65 ans ou plus";"Population";2011;164,365287
"Villebon-sur-Yvette";"Commune";"Total";"De 20 à 64 ans";"Population";2011;5996,335841
"Saclay";"Commune";"Total";"65 ans ou plus";"Population";2011;382,011948
"Les Ulis";"Commune";"Total";"65 ans ou plus";"Population";2011;2030,814566
"Montlhéry";"Commune";"Total";"Moins de 20 ans";"Population";2011;1846,778284
"Orsay";"Commune";"Total";"Moins de 20 ans";"Population";2011;3641,695263
"Les Ulis";"Commune";"Total";"De 20 à 64 ans";"Population";2011;15010,060347
"Orsay";"Commune";"Total";"65 ans ou plus";"Population";2011;2780,69292
"Champlan";"Commune";"Total";"Moins de 20 ans";"Population";2011;677,43529
"Nozay";"Commune";"Total";"De 20 à 64 ans";"Population";2011;2842,928719
"Igny";"Commune";"Total";"De 20 à 64 ans";"Population";2011;5830,748901
"Saclay";"Commune";"Total";"De 20 à 64 ans";"Population";2011;1960,336205
"Palaiseau";"Commune";"Total";"65 ans ou plus";"Population";2011;4430,390549
"Ballainvilliers";"Commune";"Total";"De 20 à 64 ans";"Population";2011;2102
"Vauhallan";"Commune";"Total";"Moins de 20 ans";"Population";2011;470,215563
"Montlhéry";"Commune";"Total";"De 20 à 64 ans";"Population";2011;4214,780887
"Gif-sur-Yvette";"Commune";"Total";"Moins de 20 ans";"Population";2011;5381,897541
"Vauhallan";"Commune";"Total";"De 20 à 64 ans";"Population";2011;1105,252618
"Verrières-le-Buisson";"Commune";"Total";"65 ans ou plus";"Population";2011;3086,523297
"Wissous";"Commune";"Total";"65 ans ou plus";"Population";2011;1019,806437
"Saint-Aubin";"Commune";"Total";"Moins de 20 ans";"Population";2011;169,027182
"Saulx-les-Chartreux";"Commune";"Total";"65 ans ou plus";"Population";2011;579,591458
"Igny";"Commune";"Total";"Moins de 20 ans";"Population";2011;2981,770797
"Bures-sur-Yvette";"Commune";"Total";"65 ans ou plus";"Population";2011;1405,889167
"Bures-sur-Yvette";"Commune";"Total";"Moins de 20 ans";"Population";2011;2502,803301
"Épinay-sur-Orge";"Commune";"Total";"65 ans ou plus";"Population";2011;1782,29842
"Vauhallan";"Commune";"Total";"65 ans ou plus";"Population";2011;393,531819
"Montlhéry";"Commune";"Total";"65 ans ou plus";"Population";2011;957,44083
"Villiers-le-Bâcle";"Commune";"Total";"Moins de 20 ans";"Population";2011;349
"Ballainvilliers";"Commune";"Total";"65 ans ou plus";"Population";2011;541
"Ballainvilliers";"Commune";"Total";"Moins de 20 ans";"Population";2011;1136
"Chilly-Mazarin";"Commune";"Total";"De 20 à 64 ans";"Population";2011;11343,178826
"Saclay";"Commune";"Total";"Moins de 20 ans";"Population";2011;1096,651848
"Champlan";"Commune";"Total";"De 20 à 64 ans";"Population";2011;1578,806998
"Gometz-le-Châtel";"Commune";"Total";"Moins de 20 ans";"Population";2011;707,179331
"Linas";"Commune";"Total";"Moins de 20 ans";"Population";2011;1855,367985
"Villejust";"Commune";"Total";"De 20 à 64 ans";"Population";2011;1436,186927
"Marcoussis";"Commune";"Total";"De 20 à 64 ans";"Population";2011;4603
"Villejust";"Commune";"Total";"Moins de 20 ans";"Population";2011;651,447785
"Marcoussis";"Commune";"Total";"Moins de 20 ans";"Population";2011;2293
"Saint-Aubin";"Commune";"Total";"65 ans ou plus";"Population";2011;102,410587
"Villiers-le-Bâcle";"Commune";"Total";"De 20 à 64 ans";"Population";2011;777
"Longjumeau";"Commune";"Total";"65 ans ou plus";"Population";2011;3021,218689
"Palaiseau";"Commune";"Total";"Moins de 20 ans";"Population";2011;7474,247429
"Nozay";"Commune";"Total";"Moins de 20 ans";"Population";2011;1554,062284
"Chilly-Mazarin";"Commune";"Total";"Moins de 20 ans";"Population";2011;5017,173584
"Villebon-sur-Yvette";"Commune";"Total";"65 ans ou plus";"Population";2011;1384,21265
"Saulx-les-Chartreux";"Commune";"Total";"De 20 à 64 ans";"Population";2011;3102,722607
"Gif-sur-Yvette";"Commune";"Total";"65 ans ou plus";"Population";2011;3214,160568
"La Ville-du-Bois";"Commune";"Total";"Moins de 20 ans";"Population";2011;2082
"Longjumeau";"Commune";"Total";"Moins de 20 ans";"Population";2011;5656,68689
"Massy";"Commune";"Total";"De 20 à 64 ans";"Population";2011;26498,688287
"Wissous";"Commune";"Total";"De 20 à 64 ans";"Population";2011;3714,608455
"Gometz-le-Châtel";"Commune";"Total";"De 20 à 64 ans";"Population";2011;1555,138504
"Épinay-sur-Orge";"Commune";"Total";"Moins de 20 ans";"Population";2011;2381,522774
"Massy";"Commune";"Total";"65 ans ou plus";"Population";2011;5217,847426
"Épinay-sur-Orge";"Commune";"Total";"De 20 à 64 ans";"Population";2011;6185,178806
"La Ville-du-Bois";"Commune";"Total";"65 ans ou plus";"Population";2011;690
"Igny";"Commune";"Total";"65 ans ou plus";"Population";2011;1709,480302
"Verrières-le-Buisson";"Commune";"Total";"De 20 à 64 ans";"Population";2011;8403,106651
"Linas";"Commune";"Total";"De 20 à 64 ans";"Population";2011;4007,981923
"Les Ulis";"Commune";"Total";"Moins de 20 ans";"Population";2011;7600,125087
"Linas";"Commune";"Total";"65 ans ou plus";"Population";2011;655,650092
"Saint-Aubin";"Commune";"Total";"De 20 à 64 ans";"Population";2011;423,562232
"Bures-sur-Yvette";"Commune";"Total";"De 20 à 64 ans";"Population";2011;5767,307532
"Orsay";"Commune";"Total";"De 20 à 64 ans";"Population";2011;9480,611817
"Palaiseau";"Commune";"Total";"De 20 à 64 ans";"Population";2011;18411,362023
"Wissous";"Commune";"Total";"Moins de 20 ans";"Population";2011;1358,585108
"Saulx-les-Chartreux";"Commune";"Total";"Moins de 20 ans";"Population";2011;1382,685934
"Verrières-le-Buisson";"Commune";"Total";"Moins de 20 ans";"Population";2011;4044,370052
"Marcoussis";"Commune";"Total";"65 ans ou plus";"Population";2011;1091
"Épinay-sur-Orge";"Commune";"Total";"De 15 à 24 ans";"Population";2016;1357,148023
"Palaiseau";"Commune";"Total";"De 15 à 24 ans";"Population";2016;6137,116739
"Gif-sur-Yvette";"Commune";"Total";"De 25 à 39 ans";"Population";2016;2793,529438
"Nozay";"Commune";"Total";"De 55 à 64 ans";"Population";2016;492,12626
"Chilly-Mazarin";"Commune";"Total";"De 15 à 24 ans";"Population";2016;2125,976874
"Linas";"Commune";"Total";"80 ans ou plus";"Population";2016;187,020237
"Wissous";"Commune";"Total";"80 ans ou plus";"Population";2016;204,334117
"Verrières-le-Buisson";"Commune";"Total";"De 15 à 24 ans";"Population";2016;1886,972526
"Épinay-sur-Orge";"Commune";"Total";"Moins de 15 ans";"Population";2016;1956,732166
"Massy";"Commune";"Total";"80 ans ou plus";"Population";2016;1986,376337
"Wissous";"Commune";"Total";"De 40 à 54 ans";"Population";2016;1533,977111
"Chilly-Mazarin";"Commune";"Total";"De 55 à 64 ans";"Population";2016;1998,851566
"Igny";"Commune";"Total";"De 15 à 24 ans";"Population";2016;1329,273463
"Épinay-sur-Orge";"Commune";"Total";"80 ans ou plus";"Population";2016;700,08259
"Orsay";"Commune";"Total";"De 15 à 24 ans";"Population";2016;3244,323004
"Longjumeau";"Commune";"Total";"Moins de 15 ans";"Population";2016;4709,996291
"Les Ulis";"Commune";"Total";"De 25 à 39 ans";"Population";2016;5302,150547
"Palaiseau";"Commune";"Total";"De 55 à 64 ans";"Population";2016;3659,143338
"Massy";"Commune";"Total";"De 40 à 54 ans";"Population";2016;9266,929584
"Wissous";"Commune";"Total";"De 65 à 79 ans";"Population";2016;681,036259
"Longjumeau";"Commune";"Total";"De 25 à 39 ans";"Population";2016;4330,96564
"Gif-sur-Yvette";"Commune";"Total";"De 65 à 79 ans";"Population";2016;2835,45111
"Wissous";"Commune";"Total";"De 55 à 64 ans";"Population";2016;873,867839
"Wissous";"Commune";"Total";"De 15 à 24 ans";"Population";2016;887,150326
"Massy";"Commune";"Total";"Moins de 15 ans";"Population";2016;10492,9815
"Nozay";"Commune";"Total";"Moins de 15 ans";"Population";2016;1034,984787
"Verrières-le-Buisson";"Commune";"Total";"De 65 à 79 ans";"Population";2016;2107,179161
"Orsay";"Commune";"Total";"80 ans ou plus";"Population";2016;1060,684809
"Gif-sur-Yvette";"Commune";"Total";"De 15 à 24 ans";"Population";2016;3646,108673
"Épinay-sur-Orge";"Commune";"Total";"De 55 à 64 ans";"Population";2016;1336,952111
"Les Ulis";"Commune";"Total";"De 55 à 64 ans";"Population";2016;2731,451027
"Les Ulis";"Commune";"Total";"Moins de 15 ans";"Population";2016;6137,024587
"Linas";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1433,97211
"Palaiseau";"Commune";"Total";"De 40 à 54 ans";"Population";2016;6340,631328
"Massy";"Commune";"Total";"De 25 à 39 ans";"Population";2016;13313,717505
"Verrières-le-Buisson";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1763,905994
"Igny";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1600,241456
"Massy";"Commune";"Total";"De 15 à 24 ans";"Population";2016;5961,015097
"Igny";"Commune";"Total";"De 55 à 64 ans";"Population";2016;1077,215565
"Les Ulis";"Commune";"Total";"De 40 à 54 ans";"Population";2016;4770,862915
"Verrières-le-Buisson";"Commune";"Total";"De 55 à 64 ans";"Population";2016;2205,762128
"Verrières-le-Buisson";"Commune";"Total";"Moins de 15 ans";"Population";2016;2800,944947
"Nozay";"Commune";"Total";"De 15 à 24 ans";"Population";2016;639,572092
"Igny";"Commune";"Total";"De 65 à 79 ans";"Population";2016;1180,542613
"Chilly-Mazarin";"Commune";"Total";"De 40 à 54 ans";"Population";2016;3997,832365
"Orsay";"Commune";"Total";"De 40 à 54 ans";"Population";2016;3259,730735
"Linas";"Commune";"Total";"De 55 à 64 ans";"Population";2016;761,148351
"Nozay";"Commune";"Total";"De 65 à 79 ans";"Population";2016;372,192567
"Les Ulis";"Commune";"Total";"De 65 à 79 ans";"Population";2016;2335,768009
"Épinay-sur-Orge";"Commune";"Total";"De 40 à 54 ans";"Population";2016;2421,145405
"Nozay";"Commune";"Total";"De 25 à 39 ans";"Population";2016;861,534922
"Longjumeau";"Commune";"Total";"De 55 à 64 ans";"Population";2016;2403,959943
"Longjumeau";"Commune";"Total";"De 40 à 54 ans";"Population";2016;4443,800235
"Gif-sur-Yvette";"Commune";"Total";"De 40 à 54 ans";"Population";2016;4605,89491
"Palaiseau";"Commune";"Total";"Moins de 15 ans";"Population";2016;5962,898955
"Palaiseau";"Commune";"Total";"80 ans ou plus";"Population";2016;1308,120295
"Orsay";"Commune";"Total";"Moins de 15 ans";"Population";2016;2571,839915
"Chilly-Mazarin";"Commune";"Total";"De 25 à 39 ans";"Population";2016;4867,448453
"Igny";"Commune";"Total";"80 ans ou plus";"Population";2016;533,354491
"Les Ulis";"Commune";"Total";"80 ans ou plus";"Population";2016;512,744907
"Les Ulis";"Commune";"Total";"De 15 à 24 ans";"Population";2016;3077,998008
"Verrières-le-Buisson";"Commune";"Total";"80 ans ou plus";"Population";2016;1306,038341
"Wissous";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1928,551163
"Orsay";"Commune";"Total";"De 25 à 39 ans";"Population";2016;2853,177341
"Longjumeau";"Commune";"Total";"80 ans ou plus";"Population";2016;902,199368
"Wissous";"Commune";"Total";"Moins de 15 ans";"Population";2016;1565,083185
"Gif-sur-Yvette";"Commune";"Total";"80 ans ou plus";"Population";2016;1021,116211
"Épinay-sur-Orge";"Commune";"Total";"De 25 à 39 ans";"Population";2016;2184,01732
"Chilly-Mazarin";"Commune";"Total";"80 ans ou plus";"Population";2016;817,70659
"Gif-sur-Yvette";"Commune";"Total";"Moins de 15 ans";"Population";2016;3547,686666
"Chilly-Mazarin";"Commune";"Total";"De 65 à 79 ans";"Population";2016;1885,083447
"Palaiseau";"Commune";"Total";"De 65 à 79 ans";"Population";2016;3348,241429
"Saulx-les-Chartreux";"Commune";"Total";"Moins de 15 ans";"Population";2016;1045,015373
"Villejust";"Commune";"Total";"De 40 à 54 ans";"Population";2016;578,126292
"Saulx-les-Chartreux";"Commune";"Total";"80 ans ou plus";"Population";2016;158,080114
"Saulx-les-Chartreux";"Commune";"Total";"De 55 à 64 ans";"Population";2016;679,83097
"Bures-sur-Yvette";"Commune";"Total";"80 ans ou plus";"Population";2016;490,644302
"Villejust";"Commune";"Total";"De 15 à 24 ans";"Population";2016;300,993857
"Bures-sur-Yvette";"Commune";"Total";"Moins de 15 ans";"Population";2016;1603,357866
"Villejust";"Commune";"Total";"De 25 à 39 ans";"Population";2016;463,972024
"Saulx-les-Chartreux";"Commune";"Total";"De 25 à 39 ans";"Population";2016;987,581018
"Gometz-le-Châtel";"Commune";"Total";"De 40 à 54 ans";"Population";2016;577,62911
"Bures-sur-Yvette";"Commune";"Total";"De 65 à 79 ans";"Population";2016;1361,583777
"Saulx-les-Chartreux";"Commune";"Total";"De 40 à 54 ans";"Population";2016;1246,078041
"Saulx-les-Chartreux";"Commune";"Total";"De 15 à 24 ans";"Population";2016;641,27199
"Villejust";"Commune";"Total";"80 ans ou plus";"Population";2016;53,424511
"Gometz-le-Châtel";"Commune";"Total";"Moins de 15 ans";"Population";2016;536,271057
"Saulx-les-Chartreux";"Commune";"Total";"De 65 à 79 ans";"Population";2016;561,142493
"Gometz-le-Châtel";"Commune";"Total";"80 ans ou plus";"Population";2016;94,500838
"Gometz-le-Châtel";"Commune";"Total";"De 65 à 79 ans";"Population";2016;313,64112
"Villejust";"Commune";"Total";"De 55 à 64 ans";"Population";2016;268,813249
"Villejust";"Commune";"Total";"De 65 à 79 ans";"Population";2016;164,751446
"Bures-sur-Yvette";"Commune";"Total";"De 55 à 64 ans";"Population";2016;1201,65977
"Villejust";"Commune";"Total";"Moins de 15 ans";"Population";2016;484,91862
"Bures-sur-Yvette";"Commune";"Total";"De 40 à 54 ans";"Population";2016;1950,196447
"Gometz-le-Châtel";"Commune";"Total";"De 15 à 24 ans";"Population";2016;309,362884
"Bures-sur-Yvette";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1349,064078
"Gometz-le-Châtel";"Commune";"Total";"De 25 à 39 ans";"Population";2016;456,136667
"Bures-sur-Yvette";"Commune";"Total";"De 15 à 24 ans";"Population";2016;1729,493762
"Gometz-le-Châtel";"Commune";"Total";"De 55 à 64 ans";"Population";2016;289,458324
"Wissous";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;985,012257
"Igny";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;549,499418
"Longjumeau";"Commune";"Femme";"Moins de 15 ans";"Population";2016;2406,243576
"Les Ulis";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;1210,757295
"Longjumeau";"Commune";"Femme";"80 ans ou plus";"Population";2016;599,124955
"Nozay";"Commune";"Homme";"Moins de 15 ans";"Population";2016;542,68435
"Linas";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;376,37728
"Igny";"Commune";"Femme";"Moins de 15 ans";"Population";2016;932,649618
"Gif-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;1397,527359
"Verrières-le-Buisson";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;892,596183
"Épinay-sur-Orge";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;629,565669
"Longjumeau";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;2239,516744
"Igny";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;1179,590272
"Épinay-sur-Orge";"Commune";"Femme";"80 ans ou plus";"Population";2016;475,042845
"Wissous";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;351,196629
"Palaiseau";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;1883,313592
"Épinay-sur-Orge";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;1185,876463
"Massy";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;3045,648064
"Igny";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;694,364019
"Wissous";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;420,959166
"Linas";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;317,858739
"Igny";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;810,224266
"Massy";"Commune";"Femme";"80 ans ou plus";"Population";2016;1203,366662
"Épinay-sur-Orge";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;714,679061
"Verrières-le-Buisson";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;958,592105
"Chilly-Mazarin";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;1052,426938
"Massy";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;2026,4205
"Longjumeau";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;1215,767699
"Les Ulis";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;2799,523323
"Palaiseau";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;3544,165092
