"Géographie";"Niveau Géo";"Sexe";"Âge";"Mesure du recensement ";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"De 55 à 64 ans";"Population";2016;34306,617286
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"De 55 à 64 ans";"Population";2016;17585,036155
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"De 40 à 54 ans";"Population";2016;64464,119357
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"De 65 à 79 ans";"Population";2016;15120,577906
"Vauhallan";"Commune";"Total";"De 65 à 79 ans";"Population";2016;272,198015
"La Ville-du-Bois";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;305
"Ballainvilliers";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;298
"Marcoussis";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;663
"Villiers-le-Bâcle";"Commune";"Femme";"Moins de 15 ans";"Population";2016;135
"Marcoussis";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;410
"Villiers-le-Bâcle";"Commune";"Homme";"80 ans ou plus";"Population";2016;17
"Marcoussis";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;923
"Marcoussis";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;489
"La Ville-du-Bois";"Commune";"Femme";"80 ans ou plus";"Population";2016;155
"Ballainvilliers";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;204
"Ballainvilliers";"Commune";"Homme";"80 ans ou plus";"Population";2016;65
"Villiers-le-Bâcle";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;74
"La Ville-du-Bois";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;648
"Villiers-le-Bâcle";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;134
"Marcoussis";"Commune";"Femme";"Moins de 15 ans";"Population";2016;773
"La Ville-du-Bois";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;920
"Villiers-le-Bâcle";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;152
"Ballainvilliers";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;287
"Ballainvilliers";"Commune";"Femme";"80 ans ou plus";"Population";2016;135
"La Ville-du-Bois";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;485
"La Ville-du-Bois";"Commune";"Homme";"Moins de 15 ans";"Population";2016;779
"Marcoussis";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;482
"Ballainvilliers";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;172
"Marcoussis";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;597
"La Ville-du-Bois";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;903
"Villiers-le-Bâcle";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;82
"La Ville-du-Bois";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;490
"La Ville-du-Bois";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;360
"Ballainvilliers";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;532
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Moins de 20 ans";"Population";2016;42538,687532
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"80 ans ou plus";"Population";2016;5035,209162
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"65 ans ou plus";"Population";2016;26143,599885
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Total";"Population";2016;158254,718315
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Moins de 15 ans";"Population";2016;62247,356236
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"65 ans ou plus";"Population";2016;46299,386952
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Moins de 20 ans";"Population";2016;82807,633045
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Moins de 20 ans";"Population";2016;40268,945513
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"80 ans ou plus";"Population";2016;8409,828143
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"65 ans ou plus";"Population";2016;20155,787067
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Femme";"Moins de 15 ans";"Population";2016;30648,754542
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"80 ans ou plus";"Population";2016;13445,037305
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Moins de 15 ans";"Population";2016;31598,601694
"La Ville-du-Bois";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;646
"Villiers-le-Bâcle";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;55
"La Ville-du-Bois";"Commune";"Homme";"80 ans ou plus";"Population";2016;76
"La Ville-du-Bois";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;412
"Marcoussis";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;910
"La Ville-du-Bois";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;469
"Marcoussis";"Commune";"Homme";"Moins de 15 ans";"Population";2016;812
"Villiers-le-Bâcle";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;120
"Villiers-le-Bâcle";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;76
"Marcoussis";"Commune";"Femme";"80 ans ou plus";"Population";2016;264
"Ballainvilliers";"Commune";"Femme";"Moins de 15 ans";"Population";2016;485
"Marcoussis";"Commune";"Homme";"80 ans ou plus";"Population";2016;131
"Villiers-le-Bâcle";"Commune";"Femme";"80 ans ou plus";"Population";2016;13
"Villiers-le-Bâcle";"Commune";"Homme";"Moins de 15 ans";"Population";2016;131
"Villiers-le-Bâcle";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;69
"Ballainvilliers";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;247
"Villiers-le-Bâcle";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;73
"Ballainvilliers";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;175
"Villiers-le-Bâcle";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;118
"Marcoussis";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;703
"Ballainvilliers";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;473
"La Ville-du-Bois";"Commune";"Femme";"Moins de 15 ans";"Population";2016;787
"Ballainvilliers";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;509
"Ballainvilliers";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;441
"Ballainvilliers";"Commune";"Homme";"Moins de 15 ans";"Population";2016;516
"Marcoussis";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;481
"Marcoussis";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;499
"Montlhéry";"Commune";"Total";"De 15 à 24 ans";"Population";2016;847,786471
"Montlhéry";"Commune";"Total";"De 65 à 79 ans";"Population";2016;799,305037
"Montlhéry";"Commune";"Total";"De 40 à 54 ans";"Population";2016;1612,265661
"Vauhallan";"Commune";"Total";"De 55 à 64 ans";"Population";2016;299,74258
"Montlhéry";"Commune";"Total";"De 55 à 64 ans";"Population";2016;824,972343
"Vauhallan";"Commune";"Total";"De 15 à 24 ans";"Population";2016;242,111283
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Total";"Total";"Population";2016;312888
"Vauhallan";"Commune";"Total";"De 25 à 39 ans";"Population";2016;249,076249
"Montlhéry";"Commune";"Total";"Moins de 15 ans";"Population";2016;1529,966737
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Homme";"Total";"Population";2016;154633,281685
"Vauhallan";"Commune";"Total";"80 ans ou plus";"Population";2016;157,049481
"Montlhéry";"Commune";"Total";"De 25 à 39 ans";"Population";2016;1629,122067
"Montlhéry";"Commune";"Total";"80 ans ou plus";"Population";2016;317,581685
"Vauhallan";"Commune";"Total";"De 40 à 54 ans";"Population";2016;466,778084
"Vauhallan";"Commune";"Total";"Moins de 15 ans";"Population";2016;359,044307
"Villebon-sur-Yvette";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;1126,747463
"Champlan";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;165,144975
"Champlan";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;155,022878
"Saclay";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;236,309852
"Villebon-sur-Yvette";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;1066,816057
"Saint-Aubin";"Commune";"Femme";"Moins de 15 ans";"Population";2016;73,684211
"Saint-Aubin";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;55,761024
"Saint-Aubin";"Commune";"Homme";"Moins de 15 ans";"Population";2016;68,705548
"Saclay";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;156,552695
"Champlan";"Commune";"Homme";"Moins de 15 ans";"Population";2016;287,500428
"Saint-Aubin";"Commune";"Homme";"80 ans ou plus";"Population";2016;14,935989
"Saclay";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;180,18368
"Champlan";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;322,058025
"Saclay";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;484,435197
"Champlan";"Commune";"Homme";"80 ans ou plus";"Population";2016;38,516023
"Villebon-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;1046,838545
"Champlan";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;343,329497
"Saclay";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;232,371355
"Saclay";"Commune";"Homme";"Moins de 15 ans";"Population";2016;473,604329
"Saclay";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;318,033676
"Saint-Aubin";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;59,743954
"Saint-Aubin";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;35,846373
"Villebon-sur-Yvette";"Commune";"Femme";"Moins de 15 ans";"Population";2016;991,902646
"Saint-Aubin";"Commune";"Femme";"80 ans ou plus";"Population";2016;8,961593
"Villebon-sur-Yvette";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;585,346736
"Champlan";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;163,145213
"Saint-Aubin";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;82,645804
"Saclay";"Commune";"Femme";"80 ans ou plus";"Population";2016;96,451876
"Saclay";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;502,158436
"Saclay";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;315,079803
"Villebon-sur-Yvette";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;605,32199
"Villebon-sur-Yvette";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;652,270271
"Saint-Aubin";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;48,790896
"Villebon-sur-Yvette";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;649,048527
"Champlan";"Commune";"Femme";"Moins de 15 ans";"Population";2016;257,10674
"Saint-Aubin";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;57,752489
"Champlan";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;224,795483
"Villebon-sur-Yvette";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;562,249501
"Villebon-sur-Yvette";"Commune";"Homme";"Moins de 15 ans";"Population";2016;1027,864425
"Villebon-sur-Yvette";"Commune";"Femme";"80 ans ou plus";"Population";2016;241,727891
"Saint-Aubin";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;30,86771
"Champlan";"Commune";"Femme";"80 ans ou plus";"Population";2016;63,855513
"Villebon-sur-Yvette";"Commune";"Homme";"80 ans ou plus";"Population";2016;162,81672
"Saint-Aubin";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;52,773826
"Saclay";"Commune";"Homme";"80 ans ou plus";"Population";2016;56,118426
"Champlan";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;224,768085
"Saclay";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;222,525111
"Saint-Aubin";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;79,658606
"Villebon-sur-Yvette";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;701,214046
"Champlan";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;233,821808
"Saclay";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;206,771121
"Champlan";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;139,846582
"Villebon-sur-Yvette";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;1051,835181
"Champlan";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;177,08875
"Saclay";"Commune";"Femme";"Moins de 15 ans";"Population";2016;486,404446
"Saint-Aubin";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;29,871977
"Montlhéry";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;421,410151
"Vauhallan";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;150,335058
"Montlhéry";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;817,039917
"Montlhéry";"Commune";"Femme";"80 ans ou plus";"Population";2016;204,221525
"Montlhéry";"Commune";"Homme";"80 ans ou plus";"Population";2016;113,36016
"Vauhallan";"Commune";"Femme";"De 55 à 64 ans";"Population";2016;152,317541
"Vauhallan";"Commune";"Femme";"Moins de 15 ans";"Population";2016;181,03967
"Vauhallan";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;119,143225
"Montlhéry";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;411,494618
"Montlhéry";"Commune";"Homme";"Moins de 15 ans";"Population";2016;807,124384
"Vauhallan";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;131,880474
"Montlhéry";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;795,225744
"Vauhallan";"Commune";"Femme";"De 15 à 24 ans";"Population";2016;110,230809
"Montlhéry";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;799,191957
"Montlhéry";"Commune";"Femme";"De 25 à 39 ans";"Population";2016;829,930109
"Montlhéry";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;368,890135
"Vauhallan";"Commune";"Homme";"De 25 à 39 ans";"Population";2016;129,933024
"Vauhallan";"Commune";"Homme";"De 65 à 79 ans";"Population";2016;121,862957
"Vauhallan";"Commune";"Homme";"De 40 à 54 ans";"Population";2016;218,2339
"Vauhallan";"Commune";"Homme";"Moins de 15 ans";"Population";2016;178,004637
"Montlhéry";"Commune";"Femme";"De 65 à 79 ans";"Population";2016;430,414902
"Vauhallan";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;147,425039
"Montlhéry";"Commune";"Femme";"Moins de 15 ans";"Population";2016;722,842353
"Vauhallan";"Commune";"Femme";"De 40 à 54 ans";"Population";2016;248,544184
"Montlhéry";"Commune";"Homme";"De 55 à 64 ans";"Population";2016;403,562192
"Vauhallan";"Commune";"Femme";"80 ans ou plus";"Population";2016;101,047936
"Vauhallan";"Commune";"Homme";"80 ans ou plus";"Population";2016;56,001546
"Montlhéry";"Commune";"Homme";"De 15 à 24 ans";"Population";2016;436,291853
"Gif-sur-Yvette";"Commune";"Total";"Total";"Population";2016;20927
"Verrières-le-Buisson";"Commune";"Total";"Total";"Population";2016;15434
"Chilly-Mazarin";"Commune";"Total";"Total";"Population";2016;20133
"Orsay";"Commune";"Total";"Total";"Population";2016;16678
"Massy";"Commune";"Total";"Total";"Population";2016;49924
"Palaiseau";"Commune";"Total";"Total";"Population";2016;34120
"Longjumeau";"Commune";"Total";"Total";"Population";2016;21618
"Épinay-sur-Orge";"Commune";"Total";"Total";"Population";2016;11166
"Les Ulis";"Commune";"Total";"Total";"Population";2016;24868
"Wissous";"Commune";"Total";"Total";"Population";2016;7674
"Linas";"Commune";"Total";"Total";"Population";2016;6882
"Nozay";"Commune";"Total";"Total";"Population";2016;4741
"Igny";"Commune";"Total";"Total";"Population";2016;9924
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Population";2016;10472
"La Ville-du-Bois";"Commune";"Total";"Total";"Population";2016;7435
"Saclay";"Commune";"Total";"Total";"Population";2016;3967
"Champlan";"Commune";"Total";"Total";"Population";2016;2796
"Gometz-le-Châtel";"Commune";"Total";"Total";"Population";2016;2577
"Ballainvilliers";"Commune";"Total";"Total";"Population";2016;4539
"Saint-Aubin";"Commune";"Total";"Total";"Population";2016;700
"Bures-sur-Yvette";"Commune";"Total";"Total";"Population";2016;9686
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Population";2016;1249
"Marcoussis";"Commune";"Total";"Total";"Population";2016;8137
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Population";2016;5319
"Villejust";"Commune";"Total";"Total";"Population";2016;2315
"Vauhallan";"Commune";"Total";"Total";"Population";2016;2046
"Montlhéry";"Commune";"Total";"Total";"Population";2016;7561
"Épinay-sur-Orge";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;3278,654422
"Igny";"Commune";"Homme";"Moins de 20 ans";"Population";2016;1362,86067
"Chilly-Mazarin";"Commune";"Femme";"Moins de 20 ans";"Population";2016;2721,82415
"Massy";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;15156,703905
"Orsay";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;4952,133532
"Verrières-le-Buisson";"Commune";"Femme";"Moins de 20 ans";"Population";2016;1948,246934
"Nozay";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;1394,323908
"Massy";"Commune";"Femme";"65 ans ou plus";"Population";2016;3562,991902
"Épinay-sur-Orge";"Commune";"Homme";"65 ans ou plus";"Population";2016;790,088483
"Chilly-Mazarin";"Commune";"Homme";"Moins de 20 ans";"Population";2016;2730,402988
"Verrières-le-Buisson";"Commune";"Femme";"65 ans ou plus";"Population";2016;1935,327404
"Linas";"Commune";"Homme";"65 ans ou plus";"Population";2016;386,320561
"Verrières-le-Buisson";"Commune";"Homme";"65 ans ou plus";"Population";2016;1477,890098
"Massy";"Commune";"Femme";"Moins de 20 ans";"Population";2016;6415,66316
"Palaiseau";"Commune";"Homme";"Moins de 20 ans";"Population";2016;4104,655821
"Les Ulis";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;7449,652728
"Linas";"Commune";"Homme";"Moins de 20 ans";"Population";2016;1011,46234
"Orsay";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;4715,723969
"Linas";"Commune";"Femme";"65 ans ou plus";"Population";2016;457,238923
"Orsay";"Commune";"Femme";"Moins de 20 ans";"Population";2016;1725,986558
"Longjumeau";"Commune";"Femme";"Moins de 20 ans";"Population";2016;3016,723103
"Wissous";"Commune";"Femme";"Moins de 20 ans";"Population";2016;982,408642
"Gif-sur-Yvette";"Commune";"Homme";"65 ans ou plus";"Population";2016;1738,943755
"Épinay-sur-Orge";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;3289,981414
"Palaiseau";"Commune";"Femme";"Moins de 20 ans";"Population";2016;3976,546593
"Longjumeau";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;6337,404651
"Igny";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;2820,075392
"Gif-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2016;2117,623566
"Linas";"Commune";"Femme";"Moins de 20 ans";"Population";2016;913,586528
"Linas";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;2128,922641
"Nozay";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;1472,644583
"Gif-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2016;2442,413866
"Gif-sur-Yvette";"Commune";"Homme";"Moins de 20 ans";"Population";2016;2848,488676
"Nozay";"Commune";"Femme";"65 ans ou plus";"Population";2016;264,137575
"Nozay";"Commune";"Homme";"65 ans ou plus";"Population";2016;202,649043
"Igny";"Commune";"Homme";"65 ans ou plus";"Population";2016;750,630281
"Chilly-Mazarin";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;6132,833525
"Igny";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;2739,507892
"Massy";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;15284,342098
"Verrières-le-Buisson";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;3895,727221
"Les Ulis";"Commune";"Homme";"65 ans ou plus";"Population";2016;1323,962664
"Longjumeau";"Commune";"Homme";"Moins de 20 ans";"Population";2016;3002,143958
"Gif-sur-Yvette";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;5621,805423
"Chilly-Mazarin";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;5845,149301
"Épinay-sur-Orge";"Commune";"Homme";"Moins de 20 ans";"Population";2016;1403,756773
"Palaiseau";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;11170,798456
"Wissous";"Commune";"Homme";"65 ans ou plus";"Population";2016;419,384939
"Épinay-sur-Orge";"Commune";"Femme";"Moins de 20 ans";"Population";2016;1283,602415
"Les Ulis";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;6809,642424
"Nozay";"Commune";"Homme";"Moins de 20 ans";"Population";2016;753,445043
"Orsay";"Commune";"Homme";"65 ans ou plus";"Population";2016;1242,770295
"Orsay";"Commune";"Homme";"Moins de 20 ans";"Population";2016;2292,194092
"Orsay";"Commune";"Femme";"65 ans ou plus";"Population";2016;1749,191555
"Palaiseau";"Commune";"Femme";"65 ans ou plus";"Population";2016;2685,978176
"Igny";"Commune";"Femme";"65 ans ou plus";"Population";2016;963,266824
"Wissous";"Commune";"Homme";"Moins de 20 ans";"Population";2016;990,066097
"Nozay";"Commune";"Femme";"Moins de 20 ans";"Population";2016;653,799849
"Les Ulis";"Commune";"Homme";"Moins de 20 ans";"Population";2016;3871,171834
"Igny";"Commune";"Femme";"Moins de 20 ans";"Population";2016;1287,658941
"Verrières-le-Buisson";"Commune";"Homme";"Moins de 20 ans";"Population";2016;2024,200158
"Chilly-Mazarin";"Commune";"Femme";"65 ans ou plus";"Population";2016;1581,381582
"Verrières-le-Buisson";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;4152,608184
"Chilly-Mazarin";"Commune";"Homme";"65 ans ou plus";"Population";2016;1121,408455
"Massy";"Commune";"Homme";"Moins de 20 ans";"Population";2016;6694,86876
"Épinay-sur-Orge";"Commune";"Femme";"65 ans ou plus";"Population";2016;1119,916493
"Gif-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;6157,724713
"Wissous";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;2461,802394
"Palaiseau";"Commune";"Homme";"65 ans ou plus";"Population";2016;1970,383548
"Palaiseau";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;10211,637406
"Longjumeau";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;6130,840819
"Massy";"Commune";"Homme";"65 ans ou plus";"Population";2016;2809,430175
"Les Ulis";"Commune";"Femme";"Moins de 20 ans";"Population";2016;3889,020098
"Wissous";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;2354,352492
"Les Ulis";"Commune";"Femme";"65 ans ou plus";"Population";2016;1524,550252
"Linas";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;1984,469008
"Wissous";"Commune";"Femme";"65 ans ou plus";"Population";2016;465,985437
"Longjumeau";"Commune";"Homme";"65 ans ou plus";"Population";2016;1272,423167
"Longjumeau";"Commune";"Femme";"65 ans ou plus";"Population";2016;1858,464301
"Massy";"Commune";"Femme";"Total";"Population";2016;25262,99716
"Longjumeau";"Commune";"Homme";"Total";"Population";2016;10405,407945
"Verrières-le-Buisson";"Commune";"Homme";"Total";"Population";2016;7397,817478
"Igny";"Commune";"Homme";"Total";"Population";2016;4933,566343
"Linas";"Commune";"Femme";"Total";"Population";2016;3355,294459
"Gif-sur-Yvette";"Commune";"Homme";"Total";"Population";2016;10745,157145
"Igny";"Commune";"Femme";"Total";"Population";2016;4990,433657
"Nozay";"Commune";"Femme";"Total";"Population";2016;2390,582007
"Linas";"Commune";"Homme";"Total";"Population";2016;3526,705541
"Wissous";"Commune";"Homme";"Total";"Population";2016;3763,803527
"Chilly-Mazarin";"Commune";"Femme";"Total";"Population";2016;10436,039257
"Orsay";"Commune";"Homme";"Total";"Population";2016;8487,097919
"Les Ulis";"Commune";"Homme";"Total";"Population";2016;12004,776922
"Épinay-sur-Orge";"Commune";"Homme";"Total";"Population";2016;5472,499678
"Wissous";"Commune";"Femme";"Total";"Population";2016;3910,196473
"Palaiseau";"Commune";"Femme";"Total";"Population";2016;16874,162175
"Massy";"Commune";"Homme";"Total";"Population";2016;24661,00284
"Verrières-le-Buisson";"Commune";"Femme";"Total";"Population";2016;8036,182522
"Orsay";"Commune";"Femme";"Total";"Population";2016;8190,902081
"Nozay";"Commune";"Homme";"Total";"Population";2016;2350,417993
"Épinay-sur-Orge";"Commune";"Femme";"Total";"Population";2016;5693,500322
"Longjumeau";"Commune";"Femme";"Total";"Population";2016;11212,592055
"Chilly-Mazarin";"Commune";"Homme";"Total";"Population";2016;9696,960743
"Gif-sur-Yvette";"Commune";"Femme";"Total";"Population";2016;10181,842855
"Palaiseau";"Commune";"Homme";"Total";"Population";2016;17245,837825
"Les Ulis";"Commune";"Femme";"Total";"Population";2016;12863,223078
"Gometz-le-Châtel";"Commune";"Femme";"Total";"Population";2016;1331,224116
"Bures-sur-Yvette";"Commune";"Homme";"Total";"Population";2016;4878,302114
"Gometz-le-Châtel";"Commune";"Homme";"Total";"Population";2016;1245,775884
"Villejust";"Commune";"Femme";"Total";"Population";2016;1188,917228
"Saulx-les-Chartreux";"Commune";"Homme";"Total";"Population";2016;2616,541453
"Saulx-les-Chartreux";"Commune";"Femme";"Total";"Population";2016;2702,458547
"Bures-sur-Yvette";"Commune";"Femme";"Total";"Population";2016;4807,697886
"Villejust";"Commune";"Homme";"Total";"Population";2016;1126,082772
"La Ville-du-Bois";"Commune";"Femme";"Total";"Population";2016;3772
"Ballainvilliers";"Commune";"Homme";"Total";"Population";2016;2194
"Marcoussis";"Commune";"Homme";"Total";"Population";2016;4022
"Villiers-le-Bâcle";"Commune";"Femme";"Total";"Population";2016;631
"Villiers-le-Bâcle";"Commune";"Homme";"Total";"Population";2016;618
"Ballainvilliers";"Commune";"Femme";"Total";"Population";2016;2345
"Marcoussis";"Commune";"Femme";"Total";"Population";2016;4115
"La Ville-du-Bois";"Commune";"Homme";"Total";"Population";2016;3663
"Bures-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2016;1206,314752
"Villejust";"Commune";"Femme";"Moins de 20 ans";"Population";2016;320,656216
"Villejust";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;720,428378
"Bures-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2016;2731,402238
"Saint-Aubin";"Commune";"Homme";"Total";"Population";2016;339,544808
"Villebon-sur-Yvette";"Commune";"Homme";"Total";"Population";2016;5144,053001
"Saclay";"Commune";"Homme";"Total";"Population";2016;1954,471655
"Villebon-sur-Yvette";"Commune";"Femme";"Total";"Population";2016;5327,946999
"Saclay";"Commune";"Femme";"Total";"Population";2016;2012,528345
"Champlan";"Commune";"Femme";"Total";"Population";2016;1384,344073
"Saint-Aubin";"Commune";"Femme";"Total";"Population";2016;360,455192
"Champlan";"Commune";"Homme";"Total";"Population";2016;1411,655927
"Gometz-le-Châtel";"Commune";"Femme";"De 20 à 64 ans";"Population";2016;755,543005
