"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1969,14481
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;9,71524
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;171,0564
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;102,99918
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;1,02499
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;23,11777
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;12,38792
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;1,06356
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;100,47764
"Longjumeau";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;46,37433
"Villejust";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;2,04283
"Igny";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;1,07924
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;6,38139
"Les Ulis";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;35,97638
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;2,12713
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;4,2173
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;11,24126
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;393,7744
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;103,50016
"Marcoussis";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;213
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2089,42139
"Marcoussis";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;327
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;2309,91676
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;2166,57269
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;4938,46653
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;1808,82144
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;111,25192
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1567,22295
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1361,49676
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;4151,39997
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;3,05211
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;32,2445
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2790,93717
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;1451,1745
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;3846,0402
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2128,10956
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;194,83951
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;2421,82142
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;5454,00971
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;4707,46309
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;409,36697
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;760,05585
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2435,38422
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;12034,89583
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2255,58545
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;505,7415
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1781,43004
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;4121,36747
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;6548,84692
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;3649,51322
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;2595,5897
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;4415,72798
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;2043,96461
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;942,53293
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;61,6505
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;2112,85701
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1763,30521
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;8302,55684
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;1438,15965
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;4484,5653
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;36,2908
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;754,9479
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;559,15855
"Marcoussis";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;884
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;441
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;311,64121
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1617,07858
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;232,18602
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1250,92799
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1346,5052
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1194,94454
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;99,3191
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1299,10655
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;218,29697
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1713,9471
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;559,29627
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;56,915
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1909,74249
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;439,75919
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;411,43838
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;423,10445
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;505,66231
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;75,31785
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1427
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;278
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1660
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;1757
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;228
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;253
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;99
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;646,91541
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;777
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage ne disposant d’aucune voiture";"Logements";"Total";"Total";"Total";"Total";2022;16
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;941
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant de deux voitures ou plus";"Logements";"Total";"Total";"Total";"Total";2022;426,37936
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Ménage disposant d’une seule voiture";"Logements";"Total";"Total";"Total";"Total";2022;1315
